fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.321192663E-15 1.000000000E+20 1.250667422E+00 4.290575324E-16 2.996662399E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.809497900E-16 1.000000000E+20 1.273967856E+00 4.194586239E-16 9.379136766E-03 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.492171000E-15 1.000000000E+20 1.256143812E+00 6.240480118E-16 3.880537594E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.558244187E-16 1.000000000E+20 1.274077465E+00 6.156774552E-16 9.425716440E-03 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.739688437E-15 1.000000000E+20 1.260545248E+00 9.107197882E-16 4.832444451E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.087786683E-16 1.000000000E+20 1.274236894E+00 9.036842978E-16 9.493736146E-03 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.095657027E-15 1.000000000E+20 1.264134922E+00 1.332050324E-15 5.799453778E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.172286837E-15 1.000000000E+20 1.274467937E+00 1.326416685E-15 9.592831498E-03 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.602806199E-15 1.000000000E+20 1.267102406E+00 1.951098472E-15 6.737355141E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.689838801E-15 1.000000000E+20 1.274800936E+00 1.946902502E-15 9.736707731E-03 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.315953942E-15 1.000000000E+20 1.269607825E+00 2.860393157E-15 7.626157295E-03 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.417220876E-15 1.000000000E+20 1.275277165E+00 2.857672651E-15 9.944578755E-03 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.301112571E-15 1.000000000E+20 1.271809860E+00 4.195767186E-15 8.476853152E-03 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.421562803E-15 1.000000000E+20 1.275950944E+00 4.194609096E-15 1.024280593E-02 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.630549893E-15 1.000000000E+20 1.273874891E+00 6.156769452E-15 9.329208103E-03 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.776224634E-15 1.000000000E+20 1.276890490E+00 6.157359713E-15 1.066645559E-02 
009_303 009_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.372441451E-15 1.000000000E+20 1.275973234E+00 9.036854549E-15 1.024456201E-02 
009_303_SRH 009_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.550127359E-15 1.000000000E+20 1.278176013E+00 9.039523539E-15 1.126007965E-02 
010_303 010_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.576576877E-15 1.000000000E+20 1.278268878E+00 1.326817725E-14 1.129713062E-02 
010_303_SRH 010_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.793025860E-15 1.000000000E+20 1.279893458E+00 1.327344131E-14 1.207659072E-02 
011_303 011_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.226289376E-14 1.000000000E+20 1.280905808E+00 1.948824557E-14 1.256447400E-02 
011_303_SRH 011_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.152366348E-14 1.000000000E+20 1.282122995E+00 1.949684888E-14 1.317275720E-02 
012_303 012_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.542364253E-14 1.000000000E+20 1.283992752E+00 2.863916332E-14 1.411621769E-02 
012_303_SRH 012_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.473188510E-14 1.000000000E+20 1.284923534E+00 2.865212619E-14 1.460040099E-02 
013_303 013_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.904548184E-14 1.000000000E+20 1.287589655E+00 4.211505905E-14 1.600145936E-02 
013_303_SRH 013_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.840120131E-14 1.000000000E+20 1.288317604E+00 4.213373786E-14 1.639455413E-02 
014_303 014_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.314302768E-14 1.000000000E+20 1.291701779E+00 6.198030505E-14 1.823875331E-02 
014_303_SRH 014_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.254319445E-14 1.000000000E+20 1.292283340E+00 6.200646301E-14 1.856331732E-02 
015_303 015_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.778274250E-14 1.000000000E+20 1.296287270E+00 9.129191095E-14 2.081469703E-02 
015_303_SRH 015_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.722221451E-14 1.000000000E+20 1.296760032E+00 9.132779543E-14 2.108595096E-02 
016_303 016_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.308111168E-14 1.000000000E+20 1.301277965E+00 1.345764926E-13 2.369359462E-02 
016_303_SRH 016_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.255391166E-14 1.000000000E+20 1.301667000E+00 1.346249206E-13 2.392190567E-02 
