N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.778E+15 325 1.800E-4 1.154006846E+00 1.156555254E+00
2.471000E+10 1.778E+15 325 1.800E-4 1.155578159E+00 1.156934613E+00
4.696000E+10 1.778E+15 325 1.800E-4 1.156922470E+00 1.157643416E+00
8.927000E+10 1.778E+15 325 1.800E-4 1.158563490E+00 1.158947826E+00
1.697000E+11 1.778E+15 325 1.800E-4 1.161074969E+00 1.161281691E+00
3.225000E+11 1.778E+15 325 1.800E-4 1.165136241E+00 1.165249562E+00
6.130000E+11 1.778E+15 325 1.800E-4 1.171356642E+00 1.171421063E+00
1.165000E+12 1.778E+15 325 1.800E-4 1.179696891E+00 1.179735744E+00
2.214000E+12 1.778E+15 325 1.800E-4 1.188873338E+00 1.188898520E+00
4.209000E+12 1.778E+15 325 1.800E-4 1.197042259E+00 1.197059608E+00
8.000000E+12 1.778E+15 325 1.800E-4 1.203502795E+00 1.203515259E+00
