N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.778E+15 335 1.800E-4 1.009045605E+00 1.010563321E+00
2.471000E+10 1.778E+15 335 1.800E-4 1.009706485E+00 1.010571208E+00
4.696000E+10 1.778E+15 335 1.800E-4 1.010109333E+00 1.010586502E+00
8.927000E+10 1.778E+15 335 1.800E-4 1.010357408E+00 1.010616626E+00
1.697000E+11 1.778E+15 335 1.800E-4 1.010537082E+00 1.010677453E+00
3.225000E+11 1.778E+15 335 1.800E-4 1.010727767E+00 1.010804462E+00
6.130000E+11 1.778E+15 335 1.800E-4 1.028516860E+00 1.028478483E+00
1.165000E+12 1.778E+15 335 1.800E-4 1.058905258E+00 1.058898189E+00
2.214000E+12 1.778E+15 335 1.800E-4 1.093372545E+00 1.093383034E+00
4.209000E+12 1.778E+15 335 1.800E-4 1.122424325E+00 1.122442104E+00
8.000000E+12 1.778E+15 335 1.800E-4 1.141043620E+00 1.141061678E+00
