fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_302 001_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.016951223E-14 1.000000000E+20 1.258106137E+00 2.425329695E-14 1.925726293E-03 
001_302_SRH 001_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.970738994E-14 1.000000000E+20 1.258546830E+00 2.425404512E-14 1.960987349E-03 
002_302 002_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.180058163E-14 1.000000000E+20 1.259895605E+00 2.869908713E-14 2.066719900E-03 
002_302_SRH 002_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.134780250E-14 1.000000000E+20 1.260303527E+00 2.870104043E-14 2.100311321E-03 
003_302 003_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.355956366E-14 1.000000000E+20 1.261725744E+00 3.396598880E-14 2.215296050E-03 
003_302_SRH 003_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.311541587E-14 1.000000000E+20 1.262104380E+00 3.396928829E-14 2.247282814E-03 
004_302 004_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.545558202E-14 1.000000000E+20 1.263594967E+00 4.020543481E-14 2.371577652E-03 
004_302_SRH 004_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.501939485E-14 1.000000000E+20 1.263947468E+00 4.021025809E-14 2.402015669E-03 
005_302 005_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.749818073E-14 1.000000000E+20 1.265516754E+00 4.760066539E-14 2.535698278E-03 
005_302_SRH 005_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.706944215E-14 1.000000000E+20 1.265845727E+00 4.760722469E-14 2.564630827E-03 
006_302 006_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.969637696E-14 1.000000000E+20 1.267483814E+00 5.636714880E-14 2.708173708E-03 
006_302_SRH 006_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.927436573E-14 1.000000000E+20 1.267788978E+00 5.637583440E-14 2.735735260E-03 
007_302 007_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.206211564E-14 1.000000000E+20 1.269515610E+00 6.675896552E-14 2.888421819E-03 
007_302_SRH 007_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.164654449E-14 1.000000000E+20 1.269800717E+00 6.677002714E-14 2.914668993E-03 
008_302 008_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.460513146E-14 1.000000000E+20 1.271596702E+00 7.907975461E-14 3.077004783E-03 
008_302_SRH 008_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.419566284E-14 1.000000000E+20 1.271863891E+00 7.909326801E-14 3.101895828E-03 
009_302 009_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.733693289E-14 1.000000000E+20 1.273744575E+00 9.369217918E-14 3.273466333E-03 
009_302_SRH 009_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.693321895E-14 1.000000000E+20 1.273994932E+00 9.370843606E-14 3.297029848E-03 
010_302 010_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 4.026875122E-14 1.000000000E+20 1.275958177E+00 1.110249562E-13 3.477858832E-03 
010_302_SRH 010_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.987048449E-14 1.000000000E+20 1.276192787E+00 1.110442800E-13 3.500136061E-03 
