N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+12 2.500E+15 302 2.200E-4 1.208802283E+00 1.208855402E+00
1.302000E+12 2.500E+15 302 2.200E-4 1.209643322E+00 1.209690259E+00
1.540000E+12 2.500E+15 302 2.200E-4 1.210568493E+00 1.210610179E+00
1.822000E+12 2.500E+15 302 2.200E-4 1.211575664E+00 1.211612778E+00
2.156000E+12 2.500E+15 302 2.200E-4 1.212674142E+00 1.212707519E+00
2.551000E+12 2.500E+15 302 2.200E-4 1.213852429E+00 1.213882360E+00
3.018000E+12 2.500E+15 302 2.200E-4 1.215123545E+00 1.215150821E+00
3.571000E+12 2.500E+15 302 2.200E-4 1.216478004E+00 1.216503000E+00
4.226000E+12 2.500E+15 302 2.200E-4 1.217912693E+00 1.217935716E+00
5.000000E+12 2.500E+15 302 2.200E-4 1.219423910E+00 1.219445222E+00
