T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
290 001_290 39.98 5.260450E-1 6.073979E-1 8.146640E+1 2.603000E+1 4.523140E-1 5.754854E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.000E+17
290 002_290 39.98 5.259800E-1 6.063475E-1 8.146480E+1 2.598130E+1 4.522560E-1 5.744820E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.000E+17
290 003_290 39.98 5.258860E-1 6.048180E-1 8.146230E+1 2.591030E+1 4.521580E-1 5.730367E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.000E+17
290 004_290 39.98 5.257490E-1 6.025993E-1 8.145870E+1 2.580740E+1 4.520410E-1 5.709085E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.000E+17
290 005_290 39.98 5.255500E-1 5.993977E-1 8.145350E+1 2.565890E+1 4.518460E-1 5.678700E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.000E+17
290 006_290 39.98 5.252650E-1 5.948131E-1 8.144590E+1 2.544650E+1 4.515720E-1 5.635094E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.000E+17
290 007_290 39.98 5.248600E-1 5.883190E-1 8.143480E+1 2.514580E+1 4.511820E-1 5.573332E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.000E+17
290 008_290 39.98 5.242900E-1 5.792589E-1 8.141890E+1 2.472690E+1 4.506350E-1 5.487121E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.000E+17
290 009_290 39.98 5.235020E-1 5.668797E-1 8.139620E+1 2.415530E+1 4.498930E-1 5.369137E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.000E+17
290 010_290 39.98 5.224370E-1 5.504284E-1 8.136450E+1 2.339750E+1 4.488570E-1 5.212679E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.000E+17
290 011_290 39.98 5.210360E-1 5.293291E-1 8.132110E+1 2.242830E+1 4.474900E-1 5.012026E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.000E+17
290 012_290 39.98 5.192020E-1 5.034111E-1 8.127160E+1 2.124210E+1 4.457520E-1 4.765459E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.000E+17
290 013_290 39.98 5.168870E-1 4.730921E-1 8.121750E+1 1.986050E+1 4.436040E-1 4.477094E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.000E+17
290 014_290 39.98 5.141830E-1 4.393767E-1 8.114340E+1 1.833190E+1 4.410450E-1 4.156473E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.000E+17
290 015_290 39.98 5.111110E-1 4.036125E-1 8.104780E+1 1.671940E+1 4.380760E-1 3.816553E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.000E+17
290 016_290 39.98 5.075390E-1 3.671248E-1 8.095430E+1 1.508420E+1 4.347170E-1 3.469898E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.000E+17
290 017_290 39.98 5.036030E-1 3.309582E-1 8.084210E+1 1.347410E+1 4.309860E-1 3.126334E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.000E+17
290 018_290 39.98 4.993170E-1 2.958427E-1 8.070690E+1 1.192200E+1 4.268650E-1 2.792912E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.000E+17
290 019_290 39.98 4.945080E-1 2.623001E-1 8.057400E+1 1.045120E+1 4.223730E-1 2.474405E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.000E+17
290 020_290 39.98 4.893980E-1 2.307412E-1 8.040510E+1 9.079700E+0 4.174510E-1 2.175033E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.000E+17
290 021_290 39.98 4.837530E-1 2.014898E-1 8.023770E+1 7.820900E+0 4.121580E-1 1.897541E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.000E+17
290 022_290 39.98 4.777640E-1 1.747683E-1 8.004050E+1 6.683200E+0 4.064550E-1 1.644270E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.000E+17
290 023_290 39.98 4.713970E-1 1.506873E-1 7.981980E+1 5.669900E+0 4.004000E-1 1.416054E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.000E+17
290 024_290 39.98 4.645740E-1 1.292514E-1 7.959080E+1 4.779200E+0 3.939750E-1 1.213068E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.000E+17
290 025_290 39.98 4.574580E-1 1.103783E-1 7.932780E+1 4.005500E+0 3.871970E-1 1.034494E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.000E+17
