N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 325 1.500E-4 1.120707427E+00 1.122319049E+00
1.468000E+10 1.400E+15 325 1.500E-4 1.121385940E+00 1.122468713E+00
2.154000E+10 1.400E+15 325 1.500E-4 1.121957426E+00 1.122687585E+00
3.162000E+10 1.400E+15 325 1.500E-4 1.122512684E+00 1.123007141E+00
4.642000E+10 1.400E+15 325 1.500E-4 1.123136206E+00 1.123472543E+00
6.813000E+10 1.400E+15 325 1.500E-4 1.123917996E+00 1.124147891E+00
1.000000E+11 1.400E+15 325 1.500E-4 1.124964690E+00 1.125122748E+00
1.468000E+11 1.400E+15 325 1.500E-4 1.126409682E+00 1.126519163E+00
2.154000E+11 1.400E+15 325 1.500E-4 1.128420641E+00 1.128497260E+00
3.162000E+11 1.400E+15 325 1.500E-4 1.131200305E+00 1.131254710E+00
4.642000E+11 1.400E+15 325 1.500E-4 1.134972128E+00 1.135011561E+00
6.813000E+11 1.400E+15 325 1.500E-4 1.139938340E+00 1.139967759E+00
1.000000E+12 1.400E+15 325 1.500E-4 1.146199453E+00 1.146222217E+00
1.468000E+12 1.400E+15 325 1.500E-4 1.153642543E+00 1.153660917E+00
2.154000E+12 1.400E+15 325 1.500E-4 1.161850002E+00 1.161865430E+00
3.162000E+12 1.400E+15 325 1.500E-4 1.170130522E+00 1.170143857E+00
4.642000E+12 1.400E+15 325 1.500E-4 1.177732989E+00 1.177744672E+00
6.813000E+12 1.400E+15 325 1.500E-4 1.184163445E+00 1.184173685E+00
1.000000E+13 1.400E+15 325 1.500E-4 1.189349222E+00 1.189358155E+00
