T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
290 001_290 39.98 5.260620E-1 6.288484E-1 8.146500E+1 2.694970E+1 4.523340E-1 5.957918E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 5.623E+16
290 002_290 39.98 5.255820E-1 6.223410E-1 8.145240E+1 2.664230E+1 4.518650E-1 5.896088E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 5.623E+16
290 003_290 39.98 5.249100E-1 6.132454E-1 8.143410E+1 2.621350E+1 4.512400E-1 5.809223E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 5.623E+16
290 004_290 39.98 5.239860E-1 6.007865E-1 8.140800E+1 2.562750E+1 4.503420E-1 5.690684E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 5.623E+16
290 005_290 39.98 5.227430E-1 5.841765E-1 8.137120E+1 2.484870E+1 4.491500E-1 5.532374E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 5.623E+16
290 006_290 39.98 5.211200E-1 5.627918E-1 8.132080E+1 2.384990E+1 4.475680E-1 5.328783E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 5.623E+16
290 007_290 39.98 5.190060E-1 5.364124E-1 8.126400E+1 2.262400E+1 4.455760E-1 5.077476E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 5.623E+16
290 008_290 39.98 5.163730E-1 5.054274E-1 8.120040E+1 2.119240E+1 4.431150E-1 4.782598E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 5.623E+16
290 009_290 39.98 5.133310E-1 4.708575E-1 8.111330E+1 1.960550E+1 4.402250E-1 4.453536E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 5.623E+16
290 010_290 39.98 5.099020E-1 4.341101E-1 8.100390E+1 1.793050E+1 4.369040E-1 4.103985E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 5.623E+16
290 011_290 39.98 5.059070E-1 3.965741E-1 8.090490E+1 1.623190E+1 4.331930E-1 3.747041E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 5.623E+16
