N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
2.154000E+11 1.400E+15 300 1.500E-4 1.194579052E+00 1.194659092E+00 1.201715647E+00 1.201930893E+00
3.162000E+11 1.400E+15 300 1.500E-4 1.196589971E+00 1.196645860E+00 1.202032196E+00 1.202181308E+00
4.642000E+11 1.400E+15 300 1.500E-4 1.199141869E+00 1.199181383E+00 1.202437236E+00 1.202541097E+00
6.813000E+11 1.400E+15 300 1.500E-4 1.202231277E+00 1.202259705E+00 1.202980518E+00 1.203053477E+00
1.000000E+12 1.400E+15 300 1.500E-4 1.205761746E+00 1.205782677E+00 1.203742507E+00 1.203794787E+00
1.468000E+12 1.400E+15 300 1.500E-4 1.209554664E+00 1.209570504E+00 1.204738333E+00 1.204776006E+00
2.154000E+12 1.400E+15 300 1.500E-4 1.213414309E+00 1.213426662E+00 1.206079720E+00 1.206107432E+00
3.162000E+12 1.400E+15 300 1.500E-4 1.217214645E+00 1.217224554E+00 1.207876413E+00 1.207897383E+00
4.642000E+12 1.400E+15 300 1.500E-4 1.220939135E+00 1.220947286E+00 1.210175082E+00 1.210191408E+00
6.813000E+12 1.400E+15 300 1.500E-4 1.224644364E+00 1.224651219E+00 1.213014788E+00 1.213027878E+00
1.000000E+13 1.400E+15 300 1.500E-4 1.228393043E+00 1.228398901E+00 1.216390040E+00 1.216400819E+00
1.000000E+10 1.400E+15 305 1.500E-4 1.160139616E+00 1.161254812E+00 1.197779800E+00 1.201547892E+00
1.468000E+10 1.400E+15 305 1.500E-4 1.160737981E+00 1.161497808E+00 1.198895447E+00 1.201560720E+00
2.154000E+10 1.400E+15 305 1.500E-4 1.161333668E+00 1.161851688E+00 1.199712226E+00 1.201579505E+00
3.162000E+10 1.400E+15 305 1.500E-4 1.162011678E+00 1.162365173E+00 1.200308222E+00 1.201607009E+00
4.642000E+10 1.400E+15 305 1.500E-4 1.162864769E+00 1.163106323E+00 1.200748449E+00 1.201647231E+00
6.813000E+10 1.400E+15 305 1.500E-4 1.164002480E+00 1.164167888E+00 1.201086020E+00 1.201705965E+00
1.000000E+11 1.400E+15 305 1.500E-4 1.165557970E+00 1.165671586E+00 1.201364635E+00 1.201791536E+00
1.468000E+11 1.400E+15 305 1.500E-4 1.167689495E+00 1.167767922E+00 1.201621890E+00 1.201915795E+00
2.154000E+11 1.400E+15 305 1.500E-4 1.170570687E+00 1.170625260E+00 1.201892783E+00 1.202095387E+00
3.162000E+11 1.400E+15 305 1.500E-4 1.174360794E+00 1.174399247E+00 1.202213171E+00 1.202353247E+00
4.642000E+11 1.400E+15 305 1.500E-4 1.179147657E+00 1.179175267E+00 1.202622822E+00 1.202720142E+00
6.813000E+11 1.400E+15 305 1.500E-4 1.184869754E+00 1.184890110E+00 1.203167800E+00 1.203235933E+00
1.000000E+12 1.400E+15 305 1.500E-4 1.191254617E+00 1.191270118E+00 1.203901643E+00 1.203949867E+00
1.468000E+12 1.400E+15 305 1.500E-4 1.197841345E+00 1.197853552E+00 1.204884703E+00 1.204919351E+00
2.154000E+12 1.400E+15 305 1.500E-4 1.204130195E+00 1.204140094E+00 1.206181215E+00 1.206206611E+00
3.162000E+12 1.400E+15 305 1.500E-4 1.209791454E+00 1.209799641E+00 1.207853865E+00 1.207872951E+00
4.642000E+12 1.400E+15 305 1.500E-4 1.214773703E+00 1.214780574E+00 1.209955511E+00 1.209970276E+00
6.813000E+12 1.400E+15 305 1.500E-4 1.219231336E+00 1.219237175E+00 1.212518018E+00 1.212529793E+00
1.000000E+13 1.400E+15 305 1.500E-4 1.223366726E+00 1.223371738E+00 1.215541085E+00 1.215550750E+00
1.000000E+10 1.400E+15 310 1.500E-4 1.105035168E+00 1.105140866E+00 1.195989683E+00 1.199671355E+00
1.468000E+10 1.400E+15 310 1.500E-4 1.105534252E+00 1.105585985E+00 1.197102090E+00 1.199688991E+00
2.154000E+10 1.400E+15 310 1.500E-4 1.106208993E+00 1.106234553E+00 1.197911192E+00 1.199714798E+00
3.162000E+10 1.400E+15 310 1.500E-4 1.107163168E+00 1.107176305E+00 1.198502435E+00 1.199752534E+00
4.642000E+10 1.400E+15 310 1.500E-4 1.108529575E+00 1.108536956E+00 1.198944760E+00 1.199807615E+00
6.813000E+10 1.400E+15 310 1.500E-4 1.110483758E+00 1.110488584E+00 1.199293817E+00 1.199887806E+00
1.000000E+11 1.400E+15 310 1.500E-4 1.113254632E+00 1.113258439E+00 1.199595775E+00 1.200004132E+00
1.468000E+11 1.400E+15 310 1.500E-4 1.117126409E+00 1.117129958E+00 1.199891269E+00 1.200171994E+00
2.154000E+11 1.400E+15 310 1.500E-4 1.122420543E+00 1.122424242E+00 1.200219196E+00 1.200412413E+00
3.162000E+11 1.400E+15 310 1.500E-4 1.129439498E+00 1.129443581E+00 1.200619825E+00 1.200753174E+00
4.642000E+11 1.400E+15 310 1.500E-4 1.138354725E+00 1.138359345E+00 1.201136827E+00 1.201229274E+00
6.813000E+11 1.400E+15 310 1.500E-4 1.149043999E+00 1.149049215E+00 1.201817436E+00 1.201881978E+00
1.000000E+12 1.400E+15 310 1.500E-4 1.160946259E+00 1.160952016E+00 1.202710050E+00 1.202755576E+00
1.468000E+12 1.400E+15 310 1.500E-4 1.173078663E+00 1.173084774E+00 1.203859496E+00 1.203892064E+00
2.154000E+12 1.400E+15 310 1.500E-4 1.184333637E+00 1.184339816E+00 1.205301944E+00 1.205325688E+00
3.162000E+12 1.400E+15 310 1.500E-4 1.193941787E+00 1.193947716E+00 1.207062999E+00 1.207080738E+00
4.642000E+12 1.400E+15 310 1.500E-4 1.201747509E+00 1.201752950E+00 1.209159984E+00 1.209173616E+00
6.813000E+12 1.400E+15 310 1.500E-4 1.208081344E+00 1.208086198E+00 1.211603580E+00 1.211614382E+00
1.000000E+13 1.400E+15 310 1.500E-4 1.213416446E+00 1.213420712E+00 1.214392930E+00 1.214401744E+00
1.000000E+10 1.400E+15 315 1.500E-4 1.013656821E+00 1.015256589E+00 1.188519134E+00 1.192057693E+00
1.468000E+10 1.400E+15 315 1.500E-4 1.014130822E+00 1.015262470E+00 1.189622835E+00 1.192090420E+00
2.154000E+10 1.400E+15 315 1.500E-4 1.014478810E+00 1.015271188E+00 1.190427473E+00 1.192138298E+00
3.162000E+10 1.400E+15 315 1.500E-4 1.014733158E+00 1.015284169E+00 1.191027213E+00 1.192208212E+00
4.642000E+10 1.400E+15 315 1.500E-4 1.014950476E+00 1.015303611E+00 1.191497270E+00 1.192310078E+00
6.813000E+10 1.400E+15 315 1.500E-4 1.017966314E+00 1.017679096E+00 1.191899604E+00 1.192457981E+00
1.000000E+11 1.400E+15 315 1.500E-4 1.022364957E+00 1.022168595E+00 1.192288380E+00 1.192671695E+00
1.468000E+11 1.400E+15 315 1.500E-4 1.028623495E+00 1.028490001E+00 1.192715085E+00 1.192978310E+00
2.154000E+11 1.400E+15 315 1.500E-4 1.037311670E+00 1.037221727E+00 1.193232708E+00 1.193413743E+00
3.162000E+11 1.400E+15 315 1.500E-4 1.049012648E+00 1.048952989E+00 1.193898403E+00 1.194023279E+00
4.642000E+11 1.400E+15 315 1.500E-4 1.064141334E+00 1.064102945E+00 1.194773049E+00 1.194859604E+00
6.813000E+11 1.400E+15 315 1.500E-4 1.082641569E+00 1.082618239E+00 1.195915976E+00 1.195976416E+00
1.000000E+12 1.400E+15 315 1.500E-4 1.103648204E+00 1.103635551E+00 1.197373348E+00 1.197416009E+00
1.468000E+12 1.400E+15 315 1.500E-4 1.125386162E+00 1.125380896E+00 1.199162230E+00 1.199192807E+00
