T file kT1 TDD TDD1 d N_B
330 001_330 35.134 1.300000E+10 1.300000E+10 1.800E-4 3.162E+16
330 002_330 35.134 2.471000E+10 2.471000E+10 1.800E-4 3.162E+16
330 003_330 35.134 4.696000E+10 4.696000E+10 1.800E-4 3.162E+16
330 004_330 35.134 8.927000E+10 8.927000E+10 1.800E-4 3.162E+16
330 005_330 35.134 1.697000E+11 1.697000E+11 1.800E-4 3.162E+16
330 006_330 35.134 3.225000E+11 3.225000E+11 1.800E-4 3.162E+16
330 007_330 35.134 6.130000E+11 6.130000E+11 1.800E-4 3.162E+16
330 008_330 35.134 1.165000E+12 1.165000E+12 1.800E-4 3.162E+16
330 009_330 35.134 2.214000E+12 2.214000E+12 1.800E-4 3.162E+16
330 010_330 35.134 4.209000E+12 4.209000E+12 1.800E-4 3.162E+16
330 011_330 35.134 8.000000E+12 8.000000E+12 1.800E-4 3.162E+16
