fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.111590448E-15 1.000000000E+20 1.249417827E+00 5.335410427E-16 4.552621366E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.947478351E-16 1.000000000E+20 1.267507472E+00 5.278602970E-16 1.118804873E-02 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.293580859E-15 1.000000000E+20 1.253534715E+00 7.792641333E-16 5.645360456E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.781426853E-16 1.000000000E+20 1.267547797E+00 7.747974883E-16 1.120750969E-02 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.559571504E-15 1.000000000E+20 1.256920048E+00 1.140489702E-15 6.735085668E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.458826539E-16 1.000000000E+20 1.267606772E+00 1.137256969E-15 1.123601896E-02 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.947270180E-15 1.000000000E+20 1.259687047E+00 1.671332457E-15 7.754258513E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.235789863E-15 1.000000000E+20 1.267692934E+00 1.669286343E-15 1.127774493E-02 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.510185441E-15 1.000000000E+20 1.261924588E+00 2.451177270E-15 8.658458964E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.801568003E-15 1.000000000E+20 1.267818578E+00 2.450224632E-15 1.133873369E-02 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.323096197E-15 1.000000000E+20 1.263726315E+00 3.596506759E-15 9.434651062E-03 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.618295569E-15 1.000000000E+20 1.268001304E+00 3.596544138E-15 1.142770421E-02 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.488170646E-15 1.000000000E+20 1.265199493E+00 5.278295572E-15 1.009864301E-02 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.788562708E-15 1.000000000E+20 1.268265966E+00 5.279246573E-15 1.155713162E-02 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.140398122E-15 1.000000000E+20 1.266462057E+00 7.747586163E-15 1.068707783E-02 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.447911480E-15 1.000000000E+20 1.268647073E+00 7.749433419E-15 1.174464794E-02 
009_303 009_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.449474096E-15 1.000000000E+20 1.267637422E+00 1.137311639E-14 1.124973795E-02 
009_303_SRH 009_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.766707230E-15 1.000000000E+20 1.269191397E+00 1.137592770E-14 1.201474735E-02 
010_303 010_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.161337995E-14 1.000000000E+20 1.268851570E+00 1.669676147E-14 1.184489692E-02 
010_303_SRH 010_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.094365822E-14 1.000000000E+20 1.269960124E+00 1.670071417E-14 1.240059243E-02 
011_303 011_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.583800969E-14 1.000000000E+20 1.270232101E+00 2.451542086E-14 1.253749546E-02 
011_303_SRH 011_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.518530623E-14 1.000000000E+20 1.271029456E+00 2.452082997E-14 1.294543963E-02 
012_303 012_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.130051989E-14 1.000000000E+20 1.271906435E+00 3.600234537E-14 1.339820216E-02 
012_303_SRH 012_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.066914891E-14 1.000000000E+20 1.272487822E+00 3.600969989E-14 1.370268427E-02 
013_303 013_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.810522582E-14 1.000000000E+20 1.273995843E+00 5.288748503E-14 1.450080193E-02 
013_303_SRH 013_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.749926078E-14 1.000000000E+20 1.274427827E+00 5.289749598E-14 1.473302498E-02 
014_303 014_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.625754347E-14 1.000000000E+20 1.276603458E+00 7.772611869E-14 1.591561140E-02 
014_303_SRH 014_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.568004137E-14 1.000000000E+20 1.276931930E+00 7.773978199E-14 1.609716709E-02 
015_303 015_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.568790663E-14 1.000000000E+20 1.279797468E+00 1.142987558E-13 1.769821216E-02 
015_303_SRH 015_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.514019650E-14 1.000000000E+20 1.280053620E+00 1.143174301E-13 1.784378354E-02 
016_303 016_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.633314925E-14 1.000000000E+20 1.283595394E+00 1.682045622E-13 1.987635067E-02 
016_303_SRH 016_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.581451302E-14 1.000000000E+20 1.283800075E+00 1.682300569E-13 1.999573656E-02 
017_303 017_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.823448603E-14 1.000000000E+20 1.287958736E+00 2.477388293E-13 2.244178457E-02 
017_303_SRH 017_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.774241355E-14 1.000000000E+20 1.288125675E+00 2.477734921E-13 2.254141468E-02 
018_303 018_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.158596624E-14 1.000000000E+20 1.292805244E+00 3.651893214E-13 2.535394775E-02 
018_303_SRH 018_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.111686508E-14 1.000000000E+20 1.292943404E+00 3.652361211E-13 2.543801443E-02 
019_303 019_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.670011463E-14 1.000000000E+20 1.298035312E+00 5.387561666E-13 2.855520843E-02 
019_303_SRH 019_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.625016229E-14 1.000000000E+20 1.298150626E+00 5.388187711E-13 2.862650385E-02 
