N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+11 2.500E+15 302 2.200E-4 1.203245516E+00 1.203647320E+00
1.302000E+11 2.500E+15 302 2.200E-4 1.203437709E+00 1.203779706E+00
1.540000E+11 2.500E+15 302 2.200E-4 1.203643171E+00 1.203934467E+00
1.822000E+11 2.500E+15 302 2.200E-4 1.203866663E+00 1.204115008E+00
2.156000E+11 2.500E+15 302 2.200E-4 1.204113176E+00 1.204325142E+00
2.551000E+11 2.500E+15 302 2.200E-4 1.204387906E+00 1.204569077E+00
3.018000E+11 2.500E+15 302 2.200E-4 1.204701123E+00 1.204860180E+00
3.571000E+11 2.500E+15 302 2.200E-4 1.205059665E+00 1.205201673E+00
4.226000E+11 2.500E+15 302 2.200E-4 1.205453819E+00 1.205575829E+00
5.000000E+11 2.500E+15 302 2.200E-4 1.205888975E+00 1.205992942E+00
