N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+11 2.500E+15 302 2.200E-4 1.209604443E+00 1.209853421E+00
1.302000E+11 2.500E+15 302 2.200E-4 1.210220364E+00 1.210432051E+00
1.540000E+11 2.500E+15 302 2.200E-4 1.210902645E+00 1.211082812E+00
1.822000E+11 2.500E+15 302 2.200E-4 1.211655715E+00 1.211809257E+00
2.156000E+11 2.500E+15 302 2.200E-4 1.212482521E+00 1.212613587E+00
2.551000E+11 2.500E+15 302 2.200E-4 1.213384163E+00 1.213496277E+00
3.018000E+11 2.500E+15 302 2.200E-4 1.214359713E+00 1.214455836E+00
3.571000E+11 2.500E+15 302 2.200E-4 1.215406091E+00 1.215488742E+00
4.226000E+11 2.500E+15 302 2.200E-4 1.216518178E+00 1.216589480E+00
5.000000E+11 2.500E+15 302 2.200E-4 1.217689206E+00 1.217750950E+00
