fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_315 001_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.245633908E-14 1.000000000E+20 1.209294405E+00 2.088198868E-15 1.669542068E-03 
001_315_SRH 001_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 8.062743995E-15 1.000000000E+20 1.220159186E+00 2.018261316E-15 2.606948634E-03 
002_315 002_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.615407727E-14 1.000000000E+20 1.212659377E+00 3.030661958E-15 1.899800798E-03 
002_315_SRH 002_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.177232490E-14 1.000000000E+20 1.220270270E+00 2.961496698E-15 2.620609314E-03 
003_315 003_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.151210342E-14 1.000000000E+20 1.215136085E+00 4.413398775E-15 2.099995970E-03 
003_315_SRH 003_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.714751867E-14 1.000000000E+20 1.220431456E+00 4.344960237E-15 2.640597269E-03 
004_315 004_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.923118012E-14 1.000000000E+20 1.216999920E+00 6.441160130E-15 2.271636914E-03 
004_315_SRH 004_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.489123236E-14 1.000000000E+20 1.220664193E+00 6.373477676E-15 2.669802393E-03 
005_315 005_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 4.026063035E-14 1.000000000E+20 1.218472731E+00 9.413344326E-15 2.422315695E-03 
005_315_SRH 005_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 3.595565726E-14 1.000000000E+20 1.220997793E+00 9.346530068E-15 2.712381565E-03 
006_315 006_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 5.583943139E-14 1.000000000E+20 1.219736105E+00 1.376716917E-14 2.563744836E-03 
006_315_SRH 006_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 5.158339669E-14 1.000000000E+20 1.221471020E+00 1.370142910E-14 2.774270479E-03 
007_315 007_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 7.749841899E-14 1.000000000E+20 1.220942712E+00 2.014019198E-14 2.710502251E-03 
007_315_SRH 007_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 7.330950388E-14 1.000000000E+20 1.222132729E+00 2.007583637E-14 2.863827595E-03 
