N_Fe N_B T d n_FeB n_FeB_SRH
1.100000E+10 8.000E+16 312 2.200E-4 1.200572208E+00 1.228078711E+00
1.302000E+10 8.000E+16 312 2.200E-4 1.204897797E+00 1.228539300E+00
1.540000E+10 8.000E+16 312 2.200E-4 1.208815211E+00 1.229068017E+00
1.822000E+10 8.000E+16 312 2.200E-4 1.212374897E+00 1.229672080E+00
2.156000E+10 8.000E+16 312 2.200E-4 1.215626990E+00 1.230358450E+00
2.551000E+10 8.000E+16 312 2.200E-4 1.218619827E+00 1.231133654E+00
3.018000E+10 8.000E+16 312 2.200E-4 1.221398258E+00 1.232003092E+00
3.571000E+10 8.000E+16 312 2.200E-4 1.224003286E+00 1.232971036E+00
4.226000E+10 8.000E+16 312 2.200E-4 1.226470730E+00 1.234039755E+00
5.000000E+10 8.000E+16 312 2.200E-4 1.228831194E+00 1.235209361E+00
