N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+10 8.000E+16 312 2.200E-4 1.260300901E+00 1.309292414E+00
1.302000E+10 8.000E+16 312 2.200E-4 1.265641908E+00 1.309340289E+00
1.540000E+10 8.000E+16 312 2.200E-4 1.270414266E+00 1.309396741E+00
1.822000E+10 8.000E+16 312 2.200E-4 1.274679449E+00 1.309463269E+00
2.156000E+10 8.000E+16 312 2.200E-4 1.278497463E+00 1.309541621E+00
2.551000E+10 8.000E+16 312 2.200E-4 1.281924744E+00 1.309633831E+00
3.018000E+10 8.000E+16 312 2.200E-4 1.285013060E+00 1.309742240E+00
3.571000E+10 8.000E+16 312 2.200E-4 1.287808745E+00 1.309869559E+00
4.226000E+10 8.000E+16 312 2.200E-4 1.290352574E+00 1.310018893E+00
5.000000E+10 8.000E+16 312 2.200E-4 1.292679971E+00 1.310193798E+00
