N_Fe N_B T d n_Fe n_Fe_SRH
5.000000E+10 4.500E+16 321 2.000E-4 1.287259744E+00 1.298995985E+00
5.861000E+10 4.500E+16 321 2.000E-4 1.288912487E+00 1.299144683E+00
6.869000E+10 4.500E+16 321 2.000E-4 1.290407472E+00 1.299316661E+00
8.051000E+10 4.500E+16 321 2.000E-4 1.291767723E+00 1.299515150E+00
9.437000E+10 4.500E+16 321 2.000E-4 1.293014465E+00 1.299743689E+00
1.106000E+11 4.500E+16 321 2.000E-4 1.294167459E+00 1.300006142E+00
1.296000E+11 4.500E+16 321 2.000E-4 1.295245100E+00 1.300306615E+00
1.520000E+11 4.500E+16 321 2.000E-4 1.296264656E+00 1.300649488E+00
1.781000E+11 4.500E+16 321 2.000E-4 1.297242289E+00 1.301039271E+00
2.088000E+11 4.500E+16 321 2.000E-4 1.298193093E+00 1.301480587E+00
2.447000E+11 4.500E+16 321 2.000E-4 1.299131086E+00 1.301978000E+00
2.868000E+11 4.500E+16 321 2.000E-4 1.300069161E+00 1.302535949E+00
3.362000E+11 4.500E+16 321 2.000E-4 1.301019053E+00 1.303158573E+00
3.940000E+11 4.500E+16 321 2.000E-4 1.301991242E+00 1.303849568E+00
4.618000E+11 4.500E+16 321 2.000E-4 1.302994857E+00 1.304612056E+00
5.413000E+11 4.500E+16 321 2.000E-4 1.304037707E+00 1.305448482E+00
6.345000E+11 4.500E+16 321 2.000E-4 1.305126152E+00 1.306360495E+00
7.437000E+11 4.500E+16 321 2.000E-4 1.306265219E+00 1.307348915E+00
8.717000E+11 4.500E+16 321 2.000E-4 1.307458527E+00 1.308413704E+00
1.022000E+12 4.500E+16 321 2.000E-4 1.308708459E+00 1.309554017E+00
1.198000E+12 4.500E+16 321 2.000E-4 1.310016251E+00 1.310768251E+00
1.404000E+12 4.500E+16 321 2.000E-4 1.311382116E+00 1.312054173E+00
1.645000E+12 4.500E+16 321 2.000E-4 1.312805452E+00 1.313409044E+00
1.928000E+12 4.500E+16 321 2.000E-4 1.314284998E+00 1.314829774E+00
2.260000E+12 4.500E+16 321 2.000E-4 1.315819057E+00 1.316313079E+00
2.649000E+12 4.500E+16 321 2.000E-4 1.317405669E+00 1.317855683E+00
3.105000E+12 4.500E+16 321 2.000E-4 1.319042822E+00 1.319454435E+00
3.639000E+12 4.500E+16 321 2.000E-4 1.320728587E+00 1.321106474E+00
4.266000E+12 4.500E+16 321 2.000E-4 1.322461263E+00 1.322809326E+00
5.000000E+12 4.500E+16 321 2.000E-4 1.324239453E+00 1.324560941E+00
