fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.375951313E-15 1.000000000E+20 1.180967566E+00 1.369088387E-15 4.987019434E-04 
001_300_SRH 001_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 3.007880137E-15 1.000000000E+20 1.182335382E+00 1.362196614E-15 5.545348582E-04 
002_300 002_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.773113076E-15 1.000000000E+20 1.181603120E+00 2.005781823E-15 5.155994709E-04 
002_300_SRH 002_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.405375342E-15 1.000000000E+20 1.182543353E+00 1.998913719E-15 5.549471942E-04 
003_300 003_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.812929087E-15 1.000000000E+20 1.182200091E+00 2.939745148E-15 5.281073038E-04 
003_300_SRH 003_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 6.445670752E-15 1.000000000E+20 1.182845221E+00 2.932905287E-15 5.555972461E-04 
004_300 004_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.783658025E-15 1.000000000E+20 1.182838908E+00 4.309402046E-15 5.375439576E-04 
004_300_SRH 004_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 9.417091663E-15 1.000000000E+20 1.183281145E+00 4.302598727E-15 5.566448185E-04 
005_300 005_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.409467392E-14 1.000000000E+20 1.183602863E+00 6.317264039E-15 5.451385604E-04 
005_300_SRH 005_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.372910603E-14 1.000000000E+20 1.183906017E+00 6.310509983E-15 5.583752327E-04 
006_300 006_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.031841423E-14 1.000000000E+20 1.184584199E+00 9.259272225E-15 5.521300129E-04 
006_300_SRH 006_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 1.995428061E-14 1.000000000E+20 1.184792215E+00 9.252585783E-15 5.613034287E-04 
007_300 007_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.923726647E-14 1.000000000E+20 1.185886943E+00 1.356736601E-14 5.599793865E-04 
007_300_SRH 007_300_srh.dat 300 38.647 1.000000000E+00 0.000000000E+00 2.887517671E-14 1.000000000E+20 1.186030004E+00 1.356077226E-14 5.663566873E-04 
008_300 008_300.dat 300 38.647 1.000000000E+00 0.000000000E+00 4.188513755E-14 1.000000000E+20 1.187623346E+00 1.987126027E-14 5.707040725E-04 
