T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
315 001_315 36.807 4.679030E-1 7.361286E-1 7.864380E+1 2.708780E+1 3.934470E-1 6.884742E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+16
315 002_315 36.807 4.672130E-1 7.331828E-1 7.862310E+1 2.693250E+1 3.928030E-1 6.856503E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+16
315 003_315 36.807 4.662540E-1 7.289976E-1 7.859310E+1 2.671360E+1 3.919040E-1 6.816377E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+16
315 004_315 36.807 4.649520E-1 7.231339E-1 7.855020E+1 2.641030E+1 3.906930E-1 6.759870E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+16
315 005_315 36.807 4.632300E-1 7.150738E-1 7.849000E+1 2.599930E+1 3.890530E-1 6.682723E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+16
315 006_315 36.807 4.610260E-1 7.042722E-1 7.840820E+1 2.545820E+1 3.869430E-1 6.579305E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+16
315 007_315 36.807 4.582140E-1 6.902577E-1 7.831790E+1 2.477080E+1 3.843460E-1 6.444930E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+16
315 008_315 36.807 4.548680E-1 6.727696E-1 7.820780E+1 2.393320E+1 3.812210E-1 6.278058E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+16
315 009_315 36.807 4.511220E-1 6.518723E-1 7.806650E+1 2.295730E+1 3.776660E-1 6.078734E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+16
315 010_315 36.807 4.468950E-1 6.279584E-1 7.792490E+1 2.186810E+1 3.737400E-1 5.851166E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+16
315 011_315 36.807 4.424180E-1 6.015903E-1 7.775790E+1 2.069560E+1 3.695210E-1 5.600656E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+16
315 012_315 36.807 4.376360E-1 5.732569E-1 7.758200E+1 1.946360E+1 3.650490E-1 5.331779E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+16
315 013_315 36.807 4.325820E-1 5.432135E-1 7.738730E+1 1.818480E+1 3.603030E-1 5.047099E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.000E+16
315 014_315 36.807 4.271780E-1 5.115180E-1 7.717800E+1 1.686410E+1 3.552640E-1 4.746930E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.000E+16
