fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_340 001_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.243688894E-13 1.000000000E+20 1.226961044E+00 1.350471203E-14 1.519126477E-04 
001_340_SRH 001_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.954777091E-14 1.000000000E+20 1.314201322E+00 1.110921644E-14 1.518496064E-03 
002_340 002_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.422431525E-13 1.000000000E+20 1.248913901E+00 1.858436165E-14 2.480207062E-04 
002_340_SRH 002_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.782944952E-14 1.000000000E+20 1.314339133E+00 1.630375922E-14 1.525562423E-03 
003_340 003_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.681891029E-13 1.000000000E+20 1.266578002E+00 2.611431606E-14 3.756476912E-04 
003_340_SRH 003_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.441598229E-14 1.000000000E+20 1.314539132E+00 2.392566453E-14 1.535901557E-03 
004_340 004_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.057336094E-13 1.000000000E+20 1.280295023E+00 3.721877334E-14 5.300540897E-04 
004_340_SRH 004_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.229178211E-13 1.000000000E+20 1.314827846E+00 3.510752796E-14 1.551004597E-03 
005_340 005_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.597629944E-13 1.000000000E+20 1.290728994E+00 5.355021780E-14 7.034935632E-04 
005_340_SRH 005_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.783398943E-13 1.000000000E+20 1.315241566E+00 5.150866218E-14 1.573021369E-03 
006_340 006_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.368741748E-13 1.000000000E+20 1.298630026E+00 7.753218013E-14 8.870354673E-04 
006_340_SRH 006_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.574384940E-13 1.000000000E+20 1.315828231E+00 7.555841083E-14 1.605016887E-03 
007_340 007_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.456395359E-13 1.000000000E+20 1.304700977E+00 1.127131976E-13 1.073794178E-03 
007_340_SRH 007_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.689871254E-13 1.000000000E+20 1.316648100E+00 1.108106971E-13 1.651311999E-03 
008_340 008_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.965918975E-13 1.000000000E+20 1.309543537E+00 1.642827847E-13 1.261946171E-03 
008_340_SRH 008_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.237504568E-13 1.000000000E+20 1.317771266E+00 1.624603907E-13 1.717893502E-03 
009_340 009_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 9.016539878E-13 1.000000000E+20 1.313645778E+00 2.398244605E-13 1.456211373E-03 
009_340_SRH 009_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.338807338E-13 1.000000000E+20 1.319270010E+00 2.380963142E-13 1.812862595E-03 
010_340 010_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.172784530E-12 1.000000000E+20 1.317382061E+00 3.504184512E-13 1.667638105E-03 
010_340_SRH 010_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.011500505E-12 1.000000000E+20 1.321204312E+00 3.488033664E-13 1.946845108E-03 
011_340 011_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.519986797E-12 1.000000000E+20 1.321013543E+00 5.122657821E-13 1.912367035E-03 
011_340_SRH 011_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.366621996E-12 1.000000000E+20 1.323602857E+00 5.107857603E-13 2.133209180E-03 
012_340 012_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.949596542E-12 1.000000000E+20 1.324690498E+00 7.490955010E-13 2.210019642E-03 
012_340_SRH 012_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 1.805351263E-12 1.000000000E+20 1.326446395E+00 7.477734699E-13 2.387865101E-03 
013_340 013_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.464461114E-12 1.000000000E+20 1.328465050E+00 1.095744091E-12 2.581836352E-03 
013_340_SRH 013_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.330045715E-12 1.000000000E+20 1.329664578E+00 1.094601883E-12 2.728354862E-03 
014_340 014_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.067166080E-12 1.000000000E+20 1.332319767E+00 1.603466988E-12 3.048400567E-03 
014_340_SRH 014_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 2.942627334E-12 1.000000000E+20 1.333152084E+00 1.602524893E-12 3.172047884E-03 
015_340 015_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.765389585E-12 1.000000000E+20 1.336206658E+00 2.347776233E-12 3.627105387E-03 
015_340_SRH 015_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 3.650113176E-12 1.000000000E+20 1.336798368E+00 2.347055296E-12 3.733766214E-03 
016_340 016_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.576379324E-12 1.000000000E+20 1.340083293E+00 3.439957742E-12 4.330368661E-03 
016_340_SRH 016_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 4.469269448E-12 1.000000000E+20 1.340517269E+00 3.439484655E-12 4.423992979E-03 
017_340 017_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.527924360E-12 1.000000000E+20 1.343934346E+00 5.043999427E-12 5.165837678E-03 
017_340_SRH 017_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 5.427670766E-12 1.000000000E+20 1.344263688E+00 5.043813161E-12 5.249001796E-03 
018_340 018_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.656035546E-12 1.000000000E+20 1.347775733E+00 7.401553850E-12 6.138579871E-03 
018_340_SRH 018_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 6.561356824E-12 1.000000000E+20 1.348033961E+00 7.401712653E-12 6.212953419E-03 
019_340 019_340.dat 340 34.101 1.000000000E+00 0.000000000E+00 8.002003546E-12 1.000000000E+20 1.351645994E+00 1.086885593E-11 7.253450993E-03 
019_340_SRH 019_340_srh.dat 340 34.101 1.000000000E+00 0.000000000E+00 7.911799513E-12 1.000000000E+20 1.351854188E+00 1.086944449E-11 7.320132990E-03 
