fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_312 001_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 9.559139197E-14 1.000000000E+20 1.264183006E+00 6.688049499E-14 1.108538940E-03 
001_312_SRH 001_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 9.342846891E-14 1.000000000E+20 1.264586488E+00 6.686450044E-14 1.130804209E-03 
002_312 002_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.035197351E-13 1.000000000E+20 1.265841586E+00 7.905182893E-14 1.197375482E-03 
002_312_SRH 002_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.014023867E-13 1.000000000E+20 1.266207170E+00 7.903844550E-14 1.218752128E-03 
003_312 003_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.120975922E-13 1.000000000E+20 1.267504542E+00 9.345787752E-14 1.291900277E-03 
003_312_SRH 003_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.100220505E-13 1.000000000E+20 1.267837556E+00 9.344733043E-14 1.312423529E-03 
004_312 004_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.213757243E-13 1.000000000E+20 1.269178175E+00 1.105114760E-13 1.392323641E-03 
004_312_SRH 004_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.193386290E-13 1.000000000E+20 1.269483004E+00 1.105040402E-13 1.412023832E-03 
005_312 005_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.314078993E-13 1.000000000E+20 1.270868481E+00 1.307021538E-13 1.498850290E-03 
005_312_SRH 005_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.294062564E-13 1.000000000E+20 1.271148744E+00 1.306981561E-13 1.517754186E-03 
006_312 006_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.422511643E-13 1.000000000E+20 1.272581057E+00 1.546104593E-13 1.611676135E-03 
006_312_SRH 006_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.402823021E-13 1.000000000E+20 1.272839742E+00 1.546102879E-13 1.629806814E-03 
007_312 007_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.539633923E-13 1.000000000E+20 1.274324058E+00 1.829303771E-13 1.731279820E-03 
007_312_SRH 007_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.520228660E-13 1.000000000E+20 1.274562109E+00 1.829376413E-13 1.748868650E-03 
008_312 008_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.666117422E-13 1.000000000E+20 1.276103318E+00 2.164734277E-13 1.857375886E-03 
008_312_SRH 008_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.646988257E-13 1.000000000E+20 1.276323701E+00 2.164873990E-13 1.874300065E-03 
009_312 009_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.802616897E-13 1.000000000E+20 1.277924268E+00 2.562165470E-13 1.990407485E-03 
009_312_SRH 009_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.783747643E-13 1.000000000E+20 1.278129163E+00 2.562362497E-13 2.006568892E-03 
010_312 010_312.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.949839953E-13 1.000000000E+20 1.279793855E+00 3.033131463E-13 2.130331214E-03 
010_312_SRH 010_312_srh.dat 312 37.161 1.000000000E+00 0.000000000E+00 1.931215418E-13 1.000000000E+20 1.279985484E+00 3.033391687E-13 2.145742186E-03 
