N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+16 325 1.800E-4 1.233866017E+00 1.245397733E+00
2.471000E+10 1.000E+16 325 1.800E-4 1.239520347E+00 1.245809501E+00
4.696000E+10 1.000E+16 325 1.800E-4 1.243186291E+00 1.246566115E+00
8.927000E+10 1.000E+16 325 1.800E-4 1.246117779E+00 1.247916855E+00
1.697000E+11 1.000E+16 325 1.800E-4 1.249255705E+00 1.250208839E+00
3.225000E+11 1.000E+16 325 1.800E-4 1.253278735E+00 1.253784532E+00
6.130000E+11 1.000E+16 325 1.800E-4 1.258442639E+00 1.258714650E+00
1.165000E+12 1.000E+16 325 1.800E-4 1.264425077E+00 1.264576209E+00
2.214000E+12 1.000E+16 325 1.800E-4 1.270636394E+00 1.270725301E+00
4.209000E+12 1.000E+16 325 1.800E-4 1.276761463E+00 1.276818085E+00
8.000000E+12 1.000E+16 325 1.800E-4 1.282819140E+00 1.282858419E+00
