N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 336 2.400E-4 1.175921836E+00 1.214030683E+00
1.468000E+10 3.162E+16 336 2.400E-4 1.187130862E+00 1.214653722E+00
2.154000E+10 3.162E+16 336 2.400E-4 1.196011570E+00 1.215543478E+00
3.162000E+10 3.162E+16 336 2.400E-4 1.203125169E+00 1.216798987E+00
4.642000E+10 3.162E+16 336 2.400E-4 1.209069410E+00 1.218540937E+00
6.813000E+10 3.162E+16 336 2.400E-4 1.214397603E+00 1.220902468E+00
1.000000E+11 3.162E+16 336 2.400E-4 1.219570953E+00 1.224006531E+00
1.468000E+11 3.162E+16 336 2.400E-4 1.224921454E+00 1.227927630E+00
2.154000E+11 3.162E+16 336 2.400E-4 1.230618208E+00 1.232645568E+00
3.162000E+11 3.162E+16 336 2.400E-4 1.236650308E+00 1.238013608E+00
4.642000E+11 3.162E+16 336 2.400E-4 1.242852112E+00 1.243769272E+00
6.813000E+11 3.162E+16 336 2.400E-4 1.248978355E+00 1.249598626E+00
1.000000E+12 3.162E+16 336 2.400E-4 1.254801228E+00 1.255225401E+00
1.468000E+12 3.162E+16 336 2.400E-4 1.260181004E+00 1.260475932E+00
2.154000E+12 3.162E+16 336 2.400E-4 1.265082311E+00 1.265291800E+00
3.162000E+12 3.162E+16 336 2.400E-4 1.269547905E+00 1.269700419E+00
4.642000E+12 3.162E+16 336 2.400E-4 1.273660632E+00 1.273774656E+00
6.813000E+12 3.162E+16 336 2.400E-4 1.277515081E+00 1.277602702E+00
1.000000E+13 3.162E+16 336 2.400E-4 1.281216140E+00 1.281301853E+00
