N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.400E+15 320 1.500E-4 1.013823660E+00 1.015480620E+00
1.468000E+10 1.400E+15 320 1.500E-4 1.014304820E+00 1.015477103E+00
2.154000E+10 1.400E+15 320 1.500E-4 1.014651581E+00 1.015472093E+00
3.162000E+10 1.400E+15 320 1.500E-4 1.014895074E+00 1.015465069E+00
4.642000E+10 1.400E+15 320 1.500E-4 1.015061461E+00 1.015455452E+00
6.813000E+10 1.400E+15 320 1.500E-4 1.015171275E+00 1.015442795E+00
1.000000E+11 1.400E+15 320 1.500E-4 1.015240366E+00 1.015427245E+00
1.468000E+11 1.400E+15 320 1.500E-4 1.015281930E+00 1.015410600E+00
2.154000E+11 1.400E+15 320 1.500E-4 1.015309689E+00 1.015398484E+00
3.162000E+11 1.400E+15 320 1.500E-4 1.015342801E+00 1.015404376E+00
4.642000E+11 1.400E+15 320 1.500E-4 1.015413236E+00 1.015456304E+00
6.813000E+11 1.400E+15 320 1.500E-4 1.015575566E+00 1.015606121E+00
1.000000E+12 1.400E+15 320 1.500E-4 1.015916702E+00 1.015938863E+00
1.468000E+12 1.400E+15 320 1.500E-4 1.043004170E+00 1.042979348E+00
2.154000E+12 1.400E+15 320 1.500E-4 1.076809462E+00 1.076797085E+00
3.162000E+12 1.400E+15 320 1.500E-4 1.105880146E+00 1.105875671E+00
4.642000E+12 1.400E+15 320 1.500E-4 1.128589137E+00 1.128589055E+00
6.813000E+12 1.400E+15 320 1.500E-4 1.145518568E+00 1.145520558E+00
1.000000E+13 1.400E+15 320 1.500E-4 1.158254843E+00 1.158257593E+00
