N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 310 1.500E-4 1.195989683E+00 1.199671355E+00
1.468000E+10 1.400E+15 310 1.500E-4 1.197102090E+00 1.199688991E+00
2.154000E+10 1.400E+15 310 1.500E-4 1.197911192E+00 1.199714798E+00
3.162000E+10 1.400E+15 310 1.500E-4 1.198502435E+00 1.199752534E+00
4.642000E+10 1.400E+15 310 1.500E-4 1.198944760E+00 1.199807615E+00
6.813000E+10 1.400E+15 310 1.500E-4 1.199293817E+00 1.199887806E+00
1.000000E+11 1.400E+15 310 1.500E-4 1.199595775E+00 1.200004132E+00
1.468000E+11 1.400E+15 310 1.500E-4 1.199891269E+00 1.200171994E+00
2.154000E+11 1.400E+15 310 1.500E-4 1.200219196E+00 1.200412413E+00
3.162000E+11 1.400E+15 310 1.500E-4 1.200619825E+00 1.200753174E+00
4.642000E+11 1.400E+15 310 1.500E-4 1.201136827E+00 1.201229274E+00
6.813000E+11 1.400E+15 310 1.500E-4 1.201817436E+00 1.201881978E+00
1.000000E+12 1.400E+15 310 1.500E-4 1.202710050E+00 1.202755576E+00
1.468000E+12 1.400E+15 310 1.500E-4 1.203859496E+00 1.203892064E+00
2.154000E+12 1.400E+15 310 1.500E-4 1.205301944E+00 1.205325688E+00
3.162000E+12 1.400E+15 310 1.500E-4 1.207062999E+00 1.207080738E+00
4.642000E+12 1.400E+15 310 1.500E-4 1.209159984E+00 1.209173616E+00
6.813000E+12 1.400E+15 310 1.500E-4 1.211603580E+00 1.211614382E+00
1.000000E+13 1.400E+15 310 1.500E-4 1.214392930E+00 1.214401744E+00
