fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_336 001_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.625842529E-13 1.000000000E+20 1.212764272E+00 8.273156137E-15 1.598843951E-05 
001_336_SRH 001_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.705644319E-14 1.000000000E+20 1.332257020E+00 6.352804153E-15 3.459048098E-04 
002_336 002_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.698193417E-13 1.000000000E+20 1.240296323E+00 1.111599319E-14 2.865807933E-05 
002_336_SRH 002_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.488246027E-14 1.000000000E+20 1.332427885E+00 9.323178234E-15 3.481778651E-04 
003_336 003_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.802295162E-13 1.000000000E+20 1.263580748E+00 1.536949544E-14 4.844367661E-05 
003_336_SRH 003_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 3.619885004E-14 1.000000000E+20 1.332674827E+00 1.368146725E-14 3.514987683E-04 
004_336 004_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.951530881E-13 1.000000000E+20 1.282358736E+00 2.167188907E-14 7.553016966E-05 
004_336_SRH 004_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 5.245368469E-14 1.000000000E+20 1.333029273E+00 2.007519678E-14 3.563404366E-04 
005_336 005_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.163795038E-13 1.000000000E+20 1.297025056E+00 3.096397282E-14 1.097973676E-04 
005_336_SRH 005_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 7.558354568E-14 1.000000000E+20 1.333533066E+00 2.945306129E-14 3.633784292E-04 
006_336 006_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.462074285E-13 1.000000000E+20 1.308306390E+00 4.462826315E-14 1.506237545E-04 
006_336_SRH 006_336_srh.dat 336 34.507 1.000000000E+00 0.000000000E+00 1.080696235E-13 1.000000000E+20 1.334239463E+00 4.320429613E-14 3.735642135E-04 
007_336 007_336.dat 336 34.507 1.000000000E+00 0.000000000E+00 2.874200344E-13 1.000000000E+20 1.317007041E+00 6.469244048E-14 1.971038295E-04 
