N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 293 1.500E-4 1.260993580E+00 1.318541472E+00
1.468000E+10 1.000E+17 293 1.500E-4 1.267889219E+00 1.318636612E+00
2.154000E+10 1.000E+17 293 1.500E-4 1.274243276E+00 1.318775435E+00
3.162000E+10 1.000E+17 293 1.500E-4 1.280398249E+00 1.318977726E+00
4.642000E+10 1.000E+17 293 1.500E-4 1.286501163E+00 1.319271717E+00
6.813000E+10 1.000E+17 293 1.500E-4 1.292532743E+00 1.319697185E+00
1.000000E+11 1.000E+17 293 1.500E-4 1.298377603E+00 1.320309129E+00
1.468000E+11 1.000E+17 293 1.500E-4 1.303917011E+00 1.321181518E+00
2.154000E+11 1.000E+17 293 1.500E-4 1.309108797E+00 1.322409822E+00
3.162000E+11 1.000E+17 293 1.500E-4 1.314023983E+00 1.324109959E+00
4.642000E+11 1.000E+17 293 1.500E-4 1.318833055E+00 1.326410052E+00
6.813000E+11 1.000E+17 293 1.500E-4 1.323756057E+00 1.329431517E+00
1.000000E+12 1.000E+17 293 1.500E-4 1.328997887E+00 1.333259220E+00
1.468000E+12 1.000E+17 293 1.500E-4 1.334689295E+00 1.337908153E+00
2.154000E+12 1.000E+17 293 1.500E-4 1.340852696E+00 1.343302826E+00
3.162000E+12 1.000E+17 293 1.500E-4 1.347406827E+00 1.349286004E+00
4.642000E+12 1.000E+17 293 1.500E-4 1.354207884E+00 1.355658255E+00
6.813000E+12 1.000E+17 293 1.500E-4 1.361103433E+00 1.362227818E+00
1.000000E+13 1.000E+17 293 1.500E-4 1.367969462E+00 1.368843253E+00
