T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
335 001_335 34.61 4.180640E-1 6.750858E-1 7.593060E+1 2.142980E+1 3.441500E-1 6.226880E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 5.623E+16
335 002_335 34.61 4.177060E-1 6.716068E-1 7.591750E+1 2.129740E+1 3.438180E-1 6.194396E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 5.623E+16
335 003_335 34.61 4.171970E-1 6.666410E-1 7.589850E+1 2.110890E+1 3.433500E-1 6.147937E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 5.623E+16
335 004_335 34.61 4.164800E-1 6.596385E-1 7.587110E+1 2.084370E+1 3.426860E-1 6.082476E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 5.623E+16
335 005_335 34.61 4.154890E-1 6.499294E-1 7.583190E+1 2.047750E+1 3.417680E-1 5.991653E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 5.623E+16
335 006_335 34.61 4.141500E-1 6.367724E-1 7.577670E+1 1.998370E+1 3.405180E-1 5.868643E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 5.623E+16
335 007_335 34.61 4.123890E-1 6.194712E-1 7.570080E+1 1.933870E+1 3.388770E-1 5.706719E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 5.623E+16
335 008_335 34.61 4.101460E-1 5.975623E-1 7.560000E+1 1.852860E+1 3.367480E-1 5.502231E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 5.623E+16
335 009_335 34.61 4.072720E-1 5.710254E-1 7.549330E+1 1.755690E+1 3.341500E-1 5.254199E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 5.623E+16
335 010_335 34.61 4.039110E-1 5.404015E-1 7.535330E+1 1.644770E+1 3.310250E-1 4.968712E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 5.623E+16
335 011_335 34.61 4.001040E-1 5.066973E-1 7.517830E+1 1.524100E+1 3.274510E-1 4.654441E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 5.623E+16
335 012_335 34.61 3.957020E-1 4.710809E-1 7.500310E+1 1.398110E+1 3.234470E-1 4.322540E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 5.623E+16
335 013_335 34.61 3.909560E-1 4.345504E-1 7.478290E+1 1.270490E+1 3.190140E-1 3.982549E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 5.623E+16
335 014_335 34.61 3.856510E-1 3.977908E-1 7.455560E+1 1.143740E+1 3.141500E-1 3.640759E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 5.623E+16
335 015_335 34.61 3.799750E-1 3.612658E-1 7.427820E+1 1.019630E+1 3.088570E-1 3.301299E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 5.623E+16
335 016_335 34.61 3.736730E-1 3.253922E-1 7.399380E+1 8.996900E+0 3.030960E-1 2.968347E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 5.623E+16
335 017_335 34.61 3.669230E-1 2.906313E-1 7.366520E+1 7.855600E+0 2.968850E-1 2.646012E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 5.623E+16
335 018_335 34.61 3.597380E-1 2.574659E-1 7.328970E+1 6.788100E+0 2.902250E-1 2.338916E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 5.623E+16
335 019_335 34.61 3.520080E-1 2.263297E-1 7.289280E+1 5.807300E+0 2.831540E-1 2.050951E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 5.623E+16
335 020_335 34.61 3.438520E-1 1.975534E-1 7.245480E+1 4.921800E+0 2.756930E-1 1.785243E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 5.623E+16
335 021_335 34.61 3.353170E-1 1.713444E-1 7.197090E+1 4.135100E+0 2.679000E-1 1.543507E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 5.623E+16
335 022_335 34.61 3.264320E-1 1.477902E-1 7.143920E+1 3.446500E+0 2.597560E-1 1.326811E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 5.623E+16
335 023_335 34.61 3.172260E-1 1.268745E-1 7.085690E+1 2.851800E+0 2.513570E-1 1.134577E-1 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 5.623E+16
335 024_335 34.61 3.077280E-1 1.084986E-1 7.021990E+1 2.344500E+0 2.426860E-1 9.660681E-2 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 5.623E+16
335 025_335 34.61 2.979620E-1 9.250447E-2 6.952240E+1 1.916200E+0 2.337790E-1 8.196755E-2 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 5.623E+16
