fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_295 001_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.043184832E-16 1.000000000E+20 1.198212446E+00 4.176025829E-16 1.392469243E-03 
001_295_SRH 001_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.352569682E-16 1.000000000E+20 1.203420091E+00 4.152027035E-16 1.824983670E-03 
002_295 002_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.064988992E-16 1.000000000E+20 1.199696712E+00 6.117452526E-16 1.508535589E-03 
002_295_SRH 002_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.376718012E-16 1.000000000E+20 1.203448944E+00 6.094233364E-16 1.827704415E-03 
003_295 003_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.102019032E-15 1.000000000E+20 1.200837980E+00 8.966793865E-16 1.600370142E-03 
003_295_SRH 003_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 9.334306582E-16 1.000000000E+20 1.203521930E+00 8.944933914E-16 1.831567670E-03 
004_295 004_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.532913683E-15 1.000000000E+20 1.201702868E+00 1.314932460E-15 1.672133566E-03 
004_295_SRH 004_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.364628362E-15 1.000000000E+20 1.203607907E+00 1.312888281E-15 1.837127466E-03 
005_295 005_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.159156073E-15 1.000000000E+20 1.202371913E+00 1.928932967E-15 1.728906540E-03 
005_295_SRH 005_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.991327819E-15 1.000000000E+20 1.203707650E+00 1.926926136E-15 1.845084050E-03 
006_295 006_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 3.065316010E-15 1.000000000E+20 1.202914673E+00 2.830045065E-15 1.775605979E-03 
006_295_SRH 006_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 2.898106522E-15 1.000000000E+20 1.203845868E+00 2.828073904E-15 1.857017999E-03 
007_295 007_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.368053566E-15 1.000000000E+20 1.203391697E+00 4.152442793E-15 1.817830382E-03 
007_295_SRH 007_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 4.201701500E-15 1.000000000E+20 1.204039074E+00 4.150511853E-15 1.874837103E-03 
008_295 008_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.223840894E-15 1.000000000E+20 1.203864625E+00 6.092917541E-15 1.860938263E-03 
008_295_SRH 008_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 6.058686400E-15 1.000000000E+20 1.204314983E+00 6.091035416E-15 1.900954448E-03 
009_295 009_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.833684988E-15 1.000000000E+20 1.204386730E+00 8.939838533E-15 1.910657656E-03 
009_295_SRH 009_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 8.670188609E-15 1.000000000E+20 1.204700631E+00 8.938006455E-15 1.938926927E-03 
010_295 010_295.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.243992337E-14 1.000000000E+20 1.205042431E+00 1.311695958E-14 1.973629300E-03 
010_295_SRH 010_295_srh.dat 295 39.302 1.000000000E+00 0.000000000E+00 1.227869161E-14 1.000000000E+20 1.205263254E+00 1.311522894E-14 1.993818614E-03 
