N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 335 2.100E-4 1.015625531E+00 1.017718209E+00
1.468000E+10 1.000E+15 335 2.100E-4 1.016217680E+00 1.017702320E+00
2.154000E+10 1.000E+15 335 2.100E-4 1.016638533E+00 1.017679193E+00
3.162000E+10 1.000E+15 335 2.100E-4 1.016922579E+00 1.017645665E+00
4.642000E+10 1.000E+15 335 2.100E-4 1.017098070E+00 1.017597340E+00
6.813000E+10 1.000E+15 335 2.100E-4 1.017185101E+00 1.017528284E+00
1.000000E+11 1.000E+15 335 2.100E-4 1.017195713E+00 1.017430848E+00
1.468000E+11 1.000E+15 335 2.100E-4 1.017135203E+00 1.017295942E+00
2.154000E+11 1.000E+15 335 2.100E-4 1.017004652E+00 1.017114372E+00
3.162000E+11 1.000E+15 335 2.100E-4 1.016805469E+00 1.016880322E+00
4.642000E+11 1.000E+15 335 2.100E-4 1.016547245E+00 1.016598358E+00
6.813000E+11 1.000E+15 335 2.100E-4 1.016260463E+00 1.016295493E+00
1.000000E+12 1.000E+15 335 2.100E-4 1.016012267E+00 1.016036484E+00
1.468000E+12 1.000E+15 335 2.100E-4 1.015919824E+00 1.015936856E+00
2.154000E+12 1.000E+15 335 2.100E-4 1.016148393E+00 1.016160729E+00
3.162000E+12 1.000E+15 335 2.100E-4 1.016883354E+00 1.016892685E+00
4.642000E+12 1.000E+15 335 2.100E-4 1.018282406E+00 1.018289849E+00
6.813000E+12 1.000E+15 335 2.100E-4 1.020437709E+00 1.020443973E+00
1.000000E+13 1.000E+15 335 2.100E-4 1.023379076E+00 1.023384585E+00
