T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
340 001_340 34.101 4.039360E-1 7.564499E-1 7.475620E+1 2.284230E+1 3.292480E-1 6.937721E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.000E+15
340 002_340 34.101 4.021570E-1 7.553945E-1 7.457080E+1 2.265360E+1 3.272560E-1 6.922303E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.000E+15
340 003_340 34.101 3.996960E-1 7.538643E-1 7.433280E+1 2.239770E+1 3.245410E-1 6.901345E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.000E+15
340 004_340 34.101 3.962810E-1 7.516581E-1 7.405680E+1 2.205910E+1 3.209670E-1 6.872723E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.000E+15
340 005_340 34.101 3.918870E-1 7.485027E-1 7.372440E+1 2.162550E+1 3.164360E-1 6.834086E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.000E+15
340 006_340 34.101 3.862580E-1 7.440405E-1 7.338150E+1 2.108920E+1 3.109280E-1 6.782673E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.000E+15
340 007_340 34.101 3.794970E-1 7.378292E-1 7.302890E+1 2.044840E+1 3.045210E-1 6.714919E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.000E+15
340 008_340 34.101 3.716230E-1 7.293672E-1 7.270720E+1 1.970730E+1 2.974710E-1 6.624952E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.000E+15
340 009_340 34.101 3.630020E-1 7.181614E-1 7.240930E+1 1.887660E+1 2.899900E-1 6.509412E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.000E+15
340 010_340 34.101 3.540580E-1 7.038420E-1 7.211520E+1 1.797110E+1 2.823340E-1 6.365207E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.000E+15
340 011_340 34.101 3.451880E-1 6.862965E-1 7.180410E+1 1.701050E+1 2.747560E-1 6.191139E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.000E+15
340 012_340 34.101 3.366760E-1 6.657465E-1 7.146240E+1 1.601760E+1 2.674120E-1 5.989861E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.000E+15
340 013_340 34.101 3.286420E-1 6.426797E-1 7.108620E+1 1.501420E+1 2.603810E-1 5.766258E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.000E+15
340 014_340 34.101 3.210190E-1 6.176300E-1 7.068470E+1 1.401470E+1 2.536230E-1 5.525813E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.000E+15
340 015_340 34.101 3.136260E-1 5.909342E-1 7.026850E+1 1.302300E+1 2.470610E-1 5.271199E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 1.000E+15
340 016_340 34.101 3.063530E-1 5.626402E-1 6.982010E+1 1.203460E+1 2.405760E-1 5.002430E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 1.000E+15
