N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.000E+16 295 1.800E-4 1.209319497E+00 1.215519341E+00
2.471000E+10 1.000E+16 295 1.800E-4 1.212109783E+00 1.215687637E+00
4.696000E+10 1.000E+16 295 1.800E-4 1.213992528E+00 1.216002078E+00
8.927000E+10 1.000E+16 295 1.800E-4 1.215464937E+00 1.216581581E+00
1.697000E+11 1.000E+16 295 1.800E-4 1.217016066E+00 1.217645800E+00
3.225000E+11 1.000E+16 295 1.800E-4 1.219098764E+00 1.219464327E+00
6.130000E+11 1.000E+16 295 1.800E-4 1.222141795E+00 1.222363473E+00
1.165000E+12 1.000E+16 295 1.800E-4 1.226548676E+00 1.226694528E+00
2.214000E+12 1.000E+16 295 1.800E-4 1.232457843E+00 1.232561106E+00
4.209000E+12 1.000E+16 295 1.800E-4 1.239720232E+00 1.239797726E+00
8.000000E+12 1.000E+16 295 1.800E-4 1.248064203E+00 1.248123790E+00
