N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+15 303 1.500E-4 1.233938226E+00 1.241111777E+00
1.468000E+10 5.623E+15 303 1.500E-4 1.235968614E+00 1.241147798E+00
2.154000E+10 5.623E+15 303 1.500E-4 1.237506718E+00 1.241200424E+00
3.162000E+10 5.623E+15 303 1.500E-4 1.238669828E+00 1.241277165E+00
4.642000E+10 5.623E+15 303 1.500E-4 1.239562602E+00 1.241388790E+00
6.813000E+10 5.623E+15 303 1.500E-4 1.240278065E+00 1.241550497E+00
1.000000E+11 5.623E+15 303 1.500E-4 1.240899196E+00 1.241783433E+00
1.468000E+11 5.623E+15 303 1.500E-4 1.241501896E+00 1.242116297E+00
2.154000E+11 5.623E+15 303 1.500E-4 1.242158771E+00 1.242586775E+00
3.162000E+11 5.623E+15 303 1.500E-4 1.242942307E+00 1.243242151E+00
4.642000E+11 5.623E+15 303 1.500E-4 1.243926216E+00 1.244138252E+00
6.813000E+11 5.623E+15 303 1.500E-4 1.245184101E+00 1.245336142E+00
1.000000E+12 5.623E+15 303 1.500E-4 1.246785460E+00 1.246896583E+00
1.468000E+12 5.623E+15 303 1.500E-4 1.248790203E+00 1.248873421E+00
2.154000E+12 5.623E+15 303 1.500E-4 1.251242579E+00 1.251306704E+00
3.162000E+12 5.623E+15 303 1.500E-4 1.254164566E+00 1.254215494E+00
4.642000E+12 5.623E+15 303 1.500E-4 1.257549785E+00 1.257591385E+00
6.813000E+12 5.623E+15 303 1.500E-4 1.261362708E+00 1.261397460E+00
1.000000E+13 5.623E+15 303 1.500E-4 1.265547901E+00 1.265577383E+00
