N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 310 1.800E-4 1.192571035E+00 1.195812087E+00
1.468000E+10 1.400E+15 310 1.800E-4 1.193578919E+00 1.195840138E+00
2.154000E+10 1.400E+15 310 1.800E-4 1.194312908E+00 1.195881142E+00
3.162000E+10 1.400E+15 310 1.800E-4 1.194858094E+00 1.195940972E+00
4.642000E+10 1.400E+15 310 1.800E-4 1.195282489E+00 1.196028048E+00
6.813000E+10 1.400E+15 310 1.800E-4 1.195641785E+00 1.196154259E+00
1.000000E+11 1.400E+15 310 1.800E-4 1.195984098E+00 1.196336202E+00
1.468000E+11 1.400E+15 310 1.800E-4 1.196354288E+00 1.196596395E+00
2.154000E+11 1.400E+15 310 1.800E-4 1.196797518E+00 1.196964347E+00
3.162000E+11 1.400E+15 310 1.800E-4 1.197361350E+00 1.197476739E+00
4.642000E+11 1.400E+15 310 1.800E-4 1.198095471E+00 1.198175769E+00
6.813000E+11 1.400E+15 310 1.800E-4 1.199048343E+00 1.199104724E+00
1.000000E+12 1.400E+15 310 1.800E-4 1.200260930E+00 1.200301027E+00
1.468000E+12 1.400E+15 310 1.800E-4 1.201760335E+00 1.201789355E+00
2.154000E+12 1.400E+15 310 1.800E-4 1.203558183E+00 1.203579668E+00
3.162000E+12 1.400E+15 310 1.800E-4 1.205656037E+00 1.205672378E+00
4.642000E+12 1.400E+15 310 1.800E-4 1.208052545E+00 1.208065370E+00
6.813000E+12 1.400E+15 310 1.800E-4 1.210743472E+00 1.210753840E+00
1.000000E+13 1.400E+15 310 1.800E-4 1.213714773E+00 1.213723394E+00
