N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 4.500E+16 297 1.700E-4 1.226745676E+00 1.229943780E+00
5.861000E+10 4.500E+16 297 1.700E-4 1.227593128E+00 1.230364107E+00
6.869000E+10 4.500E+16 297 1.700E-4 1.228436046E+00 1.230838187E+00
8.051000E+10 4.500E+16 297 1.700E-4 1.229285993E+00 1.231370327E+00
9.437000E+10 4.500E+16 297 1.700E-4 1.230153501E+00 1.231964546E+00
1.106000E+11 4.500E+16 297 1.700E-4 1.231047920E+00 1.232624444E+00
1.296000E+11 4.500E+16 297 1.700E-4 1.231985556E+00 1.233369093E+00
1.520000E+11 4.500E+16 297 1.700E-4 1.232959460E+00 1.234169654E+00
1.781000E+11 4.500E+16 297 1.700E-4 1.233979582E+00 1.235042162E+00
2.088000E+11 4.500E+16 297 1.700E-4 1.235051544E+00 1.235988179E+00
2.447000E+11 4.500E+16 297 1.700E-4 1.236178634E+00 1.237007956E+00
2.868000E+11 4.500E+16 297 1.700E-4 1.237370602E+00 1.238109466E+00
3.362000E+11 4.500E+16 297 1.700E-4 1.238613037E+00 1.239273722E+00
3.940000E+11 4.500E+16 297 1.700E-4 1.239911031E+00 1.240504741E+00
4.618000E+11 4.500E+16 297 1.700E-4 1.241268888E+00 1.241805502E+00
5.413000E+11 4.500E+16 297 1.700E-4 1.242679637E+00 1.243166972E+00
6.345000E+11 4.500E+16 297 1.700E-4 1.244149211E+00 1.244594262E+00
7.437000E+11 4.500E+16 297 1.700E-4 1.245671991E+00 1.246081110E+00
8.717000E+11 4.500E+16 297 1.700E-4 1.247248207E+00 1.247624974E+00
1.022000E+12 4.500E+16 297 1.700E-4 1.248878522E+00 1.249227046E+00
1.198000E+12 4.500E+16 297 1.700E-4 1.250551227E+00 1.250874550E+00
1.404000E+12 4.500E+16 297 1.700E-4 1.252278152E+00 1.252579011E+00
1.645000E+12 4.500E+16 297 1.700E-4 1.254062881E+00 1.254343619E+00
1.928000E+12 4.500E+16 297 1.700E-4 1.255898500E+00 1.256160965E+00
2.260000E+12 4.500E+16 297 1.700E-4 1.257776315E+00 1.258022179E+00
2.649000E+12 4.500E+16 297 1.700E-4 1.259705343E+00 1.259935813E+00
3.105000E+12 4.500E+16 297 1.700E-4 1.261696036E+00 1.261912226E+00
3.639000E+12 4.500E+16 297 1.700E-4 1.263733122E+00 1.263935929E+00
4.266000E+12 4.500E+16 297 1.700E-4 1.265828271E+00 1.266018647E+00
5.000000E+12 4.500E+16 297 1.700E-4 1.267975417E+00 1.268154114E+00
