N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+11 2.500E+15 292 2.200E-4 1.215627354E+00 1.215896145E+00
1.302000E+11 2.500E+15 292 2.200E-4 1.215942369E+00 1.216172035E+00
1.540000E+11 2.500E+15 292 2.200E-4 1.216292232E+00 1.216488760E+00
1.822000E+11 2.500E+15 292 2.200E-4 1.216682370E+00 1.216850860E+00
2.156000E+11 2.500E+15 292 2.200E-4 1.217118186E+00 1.217262952E+00
2.551000E+11 2.500E+15 292 2.200E-4 1.217604951E+00 1.217729657E+00
3.018000E+11 2.500E+15 292 2.200E-4 1.218147753E+00 1.218255506E+00
3.571000E+11 2.500E+15 292 2.200E-4 1.218751411E+00 1.218844834E+00
4.226000E+11 2.500E+15 292 2.200E-4 1.219420395E+00 1.219501717E+00
5.000000E+11 2.500E+15 292 2.200E-4 1.220158781E+00 1.220229874E+00
