N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 330 2.300E-4 1.202163282E+00 1.216811859E+00
1.468000E+10 1.000E+16 330 2.300E-4 1.207126401E+00 1.217335980E+00
2.154000E+10 1.000E+16 330 2.300E-4 1.211024760E+00 1.218090152E+00
3.162000E+10 1.000E+16 330 2.300E-4 1.214301343E+00 1.219165554E+00
4.642000E+10 1.000E+16 330 2.300E-4 1.217343033E+00 1.220679319E+00
6.813000E+10 1.000E+16 330 2.300E-4 1.220489097E+00 1.222771541E+00
1.000000E+11 1.000E+16 330 2.300E-4 1.224031136E+00 1.225590419E+00
1.468000E+11 1.000E+16 330 2.300E-4 1.228193698E+00 1.229258871E+00
2.154000E+11 1.000E+16 330 2.300E-4 1.233091604E+00 1.233820596E+00
3.162000E+11 1.000E+16 330 2.300E-4 1.238679353E+00 1.239180455E+00
4.642000E+11 1.000E+16 330 2.300E-4 1.244731610E+00 1.245078602E+00
6.813000E+11 1.000E+16 330 2.300E-4 1.250900575E+00 1.251143283E+00
1.000000E+12 1.000E+16 330 2.300E-4 1.256845941E+00 1.257017837E+00
1.468000E+12 1.000E+16 330 2.300E-4 1.262357077E+00 1.262480654E+00
2.154000E+12 1.000E+16 330 2.300E-4 1.267382721E+00 1.267473197E+00
3.162000E+12 1.000E+16 330 2.300E-4 1.271975193E+00 1.272042984E+00
4.642000E+12 1.000E+16 330 2.300E-4 1.276223070E+00 1.276275201E+00
6.813000E+12 1.000E+16 330 2.300E-4 1.280217022E+00 1.280258251E+00
1.000000E+13 1.000E+16 330 2.300E-4 1.284041821E+00 1.284075276E+00
