N_Fe N_B T d n_FeB n_FeB_SRH
1.300000E+10 1.000E+17 305 1.800E-4 1.218044510E+00 1.237886303E+00
2.471000E+10 1.000E+17 305 1.800E-4 1.228836018E+00 1.239739944E+00
4.696000E+10 1.000E+17 305 1.800E-4 1.236801566E+00 1.242653561E+00
8.927000E+10 1.000E+17 305 1.800E-4 1.243632455E+00 1.246762645E+00
1.697000E+11 1.000E+17 305 1.800E-4 1.250154011E+00 1.251882349E+00
3.225000E+11 1.000E+17 305 1.800E-4 1.256596827E+00 1.257623209E+00
6.130000E+11 1.000E+17 305 1.800E-4 1.263047115E+00 1.263716486E+00
1.165000E+12 1.000E+17 305 1.800E-4 1.269692403E+00 1.270166512E+00
2.214000E+12 1.000E+17 305 1.800E-4 1.276788385E+00 1.277143106E+00
4.209000E+12 1.000E+17 305 1.800E-4 1.284560469E+00 1.284832443E+00
8.000000E+12 1.000E+17 305 1.800E-4 1.293166737E+00 1.293378524E+00
