N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+16 300 2.300E-4 1.235791168E+00 1.244925716E+00
1.468000E+10 1.000E+16 300 2.300E-4 1.238342839E+00 1.245005011E+00
2.154000E+10 1.000E+16 300 2.300E-4 1.240320585E+00 1.245120432E+00
3.162000E+10 1.000E+16 300 2.300E-4 1.241866065E+00 1.245287866E+00
4.642000E+10 1.000E+16 300 2.300E-4 1.243109183E+00 1.245529544E+00
6.813000E+10 1.000E+16 300 2.300E-4 1.244171647E+00 1.245875898E+00
1.000000E+11 1.000E+16 300 2.300E-4 1.245168441E+00 1.246367401E+00
1.468000E+11 1.000E+16 300 2.300E-4 1.246209501E+00 1.247055639E+00
2.154000E+11 1.000E+16 300 2.300E-4 1.247400998E+00 1.248002760E+00
3.162000E+11 1.000E+16 300 2.300E-4 1.248844577E+00 1.249278116E+00
4.642000E+11 1.000E+16 300 2.300E-4 1.250633151E+00 1.250951378E+00
6.813000E+11 1.000E+16 300 2.300E-4 1.252843347E+00 1.253082657E+00
1.000000E+12 1.000E+16 300 2.300E-4 1.255526343E+00 1.255711451E+00
1.468000E+12 1.000E+16 300 2.300E-4 1.258700160E+00 1.258847571E+00
2.154000E+12 1.000E+16 300 2.300E-4 1.262347701E+00 1.262468218E+00
3.162000E+12 1.000E+16 300 2.300E-4 1.266424257E+00 1.266524819E+00
4.642000E+12 1.000E+16 300 2.300E-4 1.270873545E+00 1.270958583E+00
6.813000E+12 1.000E+16 300 2.300E-4 1.275643937E+00 1.275716345E+00
1.000000E+13 1.000E+16 300 2.300E-4 1.280695133E+00 1.280756895E+00
