fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.507601035E-16 1.000000000E+20 1.253578989E+00 7.401768835E-17 7.944307553E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.531771319E-17 1.000000000E+20 1.301267457E+00 7.499526168E-17 4.627734282E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.659006142E-16 1.000000000E+20 1.265872294E+00 1.581136810E-16 1.454718400E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.251980660E-17 1.000000000E+20 1.301655966E+00 1.616390851E-16 4.666812572E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.789680074E-16 1.000000000E+20 1.271625552E+00 2.320909065E-16 1.877102089E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.713442233E-17 1.000000000E+20 1.301989981E+00 2.373381658E-16 4.700476458E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.115517025E-16 1.000000000E+20 1.292972278E+00 1.091694948E-15 3.801910693E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.918075736E-16 1.000000000E+20 1.305516312E+00 1.105869382E-15 5.057887325E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.772665631E-16 1.000000000E+20 1.297810347E+00 1.609895292E-15 4.279587725E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.627171404E-16 1.000000000E+20 1.307399380E+00 1.626633588E-15 5.250054048E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.605511646E-16 1.000000000E+20 1.307681993E+00 3.505490908E-15 5.277821526E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.593348693E-16 1.000000000E+20 1.313185280E+00 3.528224533E-15 5.845414186E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.075612173E-16 1.000000000E+20 1.318937853E+00 7.654960767E-15 6.443015111E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.217561489E-16 1.000000000E+20 1.322128581E+00 7.686056354E-15 6.777759172E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.104963167E-15 1.000000000E+20 1.331887278E+00 1.677290115E-14 7.807988077E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.033166520E-15 1.000000000E+20 1.333786873E+00 1.681631782E-14 8.010241297E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.271197856E-15 1.000000000E+20 1.338749347E+00 2.485222976E-14 8.539418735E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.205156361E-15 1.000000000E+20 1.340227219E+00 2.490374963E-14 8.697772959E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.448252190E-15 1.000000000E+20 1.345695574E+00 3.683794922E-14 9.284600794E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.387092652E-15 1.000000000E+20 1.346849129E+00 3.689909577E-14 9.408912245E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.632445811E-15 1.000000000E+20 1.352625934E+00 5.461671319E-14 1.003238302E-02 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.575411072E-15 1.000000000E+20 1.353527710E+00 5.468917545E-14 1.013006414E-02 
019_290 019_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.815340933E-15 1.000000000E+20 1.359468145E+00 8.098359970E-14 1.077452186E-02 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.761823909E-15 1.000000000E+20 1.360173012E+00 8.106921953E-14 1.085123334E-02 
