fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_315 001_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 7.599744663E-15 1.000000000E+20 1.256912448E+00 1.207888913E-15 1.130292090E-03 
001_315_SRH 001_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.269511446E-15 1.000000000E+20 1.300670994E+00 1.135187275E-15 6.820128917E-03 
002_315 002_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.017522045E-14 1.000000000E+20 1.282249407E+00 3.644376987E-15 2.851870342E-03 
002_315_SRH 002_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 3.932691853E-15 1.000000000E+20 1.301060661E+00 3.589490998E-15 6.943768744E-03 
003_315 003_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.769043709E-14 1.000000000E+20 1.294551682E+00 1.138076927E-14 5.072519737E-03 
003_315_SRH 003_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.169365474E-14 1.000000000E+20 1.302225969E+00 1.134886802E-14 7.323770208E-03 
004_315 004_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 3.674550570E-14 1.000000000E+20 1.302417956E+00 3.588569180E-14 7.368916817E-03 
004_315_SRH 004_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 3.132837164E-14 1.000000000E+20 1.305384698E+00 3.588444232E-14 8.427529831E-03 
005_315 005_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 7.395986800E-14 1.000000000E+20 1.311139510E+00 1.136023355E-13 1.067526027E-02 
005_315_SRH 005_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 6.949061533E-14 1.000000000E+20 1.312373296E+00 1.136564640E-13 1.120325017E-02 
006_315 006_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.318972275E-13 1.000000000E+20 1.323373026E+00 3.616671690E-13 1.623513702E-02 
006_315_SRH 006_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 1.283306418E-13 1.000000000E+20 1.323990144E+00 3.618363456E-13 1.653829036E-02 
007_315 007_315.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.219301164E-13 1.000000000E+20 1.338715954E+00 1.159139191E-12 2.402171907E-02 
007_315_SRH 007_315_srh.dat 315 36.807 1.000000000E+00 0.000000000E+00 2.189219745E-13 1.000000000E+20 1.339063375E+00 1.159545678E-12 2.420556832E-02 
