N_Fe N_B T d n_Fe n_Fe_SRH
1.100000E+12 2.500E+15 292 2.200E-4 1.224638917E+00 1.224679562E+00
1.302000E+12 2.500E+15 292 2.200E-4 1.225826276E+00 1.225862949E+00
1.540000E+12 2.500E+15 292 2.200E-4 1.227097143E+00 1.227130431E+00
1.822000E+12 2.500E+15 292 2.200E-4 1.228450953E+00 1.228481344E+00
2.156000E+12 2.500E+15 292 2.200E-4 1.229886214E+00 1.229914106E+00
2.551000E+12 2.500E+15 292 2.200E-4 1.231400555E+00 1.231426271E+00
3.018000E+12 2.500E+15 292 2.200E-4 1.232990802E+00 1.233014614E+00
3.571000E+12 2.500E+15 292 2.200E-4 1.234653184E+00 1.234675313E+00
4.226000E+12 2.500E+15 292 2.200E-4 1.236383571E+00 1.236404195E+00
5.000000E+12 2.500E+15 292 2.200E-4 1.238177718E+00 1.238196982E+00
