fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_303 001_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.205775259E-15 1.000000000E+20 1.202312017E+00 3.717863754E-16 1.894938822E-03 
001_303_SRH 001_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.281753391E-15 1.000000000E+20 1.215341215E+00 3.568065124E-16 3.284758377E-03 
002_303 002_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.760202134E-15 1.000000000E+20 1.206549355E+00 5.377975518E-16 2.235592323E-03 
002_303_SRH 002_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.846532965E-15 1.000000000E+20 1.215732387E+00 5.231744497E-16 3.345547287E-03 
003_303 003_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.538545310E-15 1.000000000E+20 1.209862960E+00 7.810261421E-16 2.566121061E-03 
003_303_SRH 003_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.639274270E-15 1.000000000E+20 1.216283764E+00 7.668031374E-16 3.433708612E-03 
004_303 004_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.611864533E-15 1.000000000E+20 1.212586923E+00 1.137048723E-15 2.891330325E-03 
004_303_SRH 004_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.732143317E-15 1.000000000E+20 1.217048124E+00 1.123301018E-15 3.560879646E-03 
005_303 005_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.057661499E-15 1.000000000E+20 1.214997558E+00 1.657685388E-15 3.227704496E-03 
005_303_SRH 005_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.203667655E-15 1.000000000E+20 1.218084497E+00 1.644518940E-15 3.742923540E-03 
006_303 006_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.949182270E-15 1.000000000E+20 1.217316196E+00 2.418408274E-15 3.601476168E-03 
006_303_SRH 006_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.127698000E-15 1.000000000E+20 1.219450030E+00 2.405954014E-15 4.000739988E-03 
007_303 007_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.034156498E-14 1.000000000E+20 1.219707521E+00 3.529283134E-15 4.046151435E-03 
007_303_SRH 007_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 9.559121300E-15 1.000000000E+20 1.221187638E+00 3.517684892E-15 4.360564348E-03 
008_303 008_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.326250086E-14 1.000000000E+20 1.222275870E+00 5.151275165E-15 4.599769676E-03 
008_303_SRH 008_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.252418140E-14 1.000000000E+20 1.223312586E+00 5.140673609E-15 4.853119010E-03 
009_303 009_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.671825878E-14 1.000000000E+20 1.225066692E+00 7.520621390E-15 5.301382678E-03 
009_303_SRH 009_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.602653557E-14 1.000000000E+20 1.225805765E+00 7.511141782E-15 5.511053635E-03 
010_303 010_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.071967953E-14 1.000000000E+20 1.228079097E+00 1.098506450E-14 6.186482556E-03 
010_303_SRH 010_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.007380568E-14 1.000000000E+20 1.228619824E+00 1.097681798E-14 6.364685163E-03 
011_303 011_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.531728905E-14 1.000000000E+20 1.231288530E+00 1.605725633E-14 7.282468545E-03 
011_303_SRH 011_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 2.471357777E-14 1.000000000E+20 1.231697116E+00 1.605036072E-14 7.437441359E-03 
012_303 012_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.062416805E-14 1.000000000E+20 1.234670728E+00 2.349308676E-14 8.606526663E-03 
012_303_SRH 012_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.005702481E-14 1.000000000E+20 1.234990277E+00 2.348770562E-14 8.743617656E-03 
013_303 013_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.681328624E-14 1.000000000E+20 1.238217612E+00 3.440679147E-14 1.016771036E-02 
013_303_SRH 013_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 3.627650444E-14 1.000000000E+20 1.238475620E+00 3.440318298E-14 1.029028516E-02 
014_303 014_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.409628059E-14 1.000000000E+20 1.241941741E+00 5.044093778E-14 1.197184526E-02 
014_303_SRH 014_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 4.358411015E-14 1.000000000E+20 1.242155583E+00 5.043950873E-14 1.208200853E-02 
015_303 015_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.270271267E-14 1.000000000E+20 1.245871241E+00 7.401837103E-14 1.402538100E-02 
015_303_SRH 015_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 5.221045589E-14 1.000000000E+20 1.246051920E+00 7.401973094E-14 1.412448103E-02 
016_303 016_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.287244204E-14 1.000000000E+20 1.250039958E+00 1.087159720E-13 1.633558959E-02 
016_303_SRH 016_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 6.239659176E-14 1.000000000E+20 1.250194564E+00 1.087209922E-13 1.642454485E-02 
017_303 017_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.485868968E-14 1.000000000E+20 1.254478182E+00 1.598190266E-13 1.890816813E-02 
017_303_SRH 017_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 7.439676759E-14 1.000000000E+20 1.254611423E+00 1.598289036E-13 1.898766669E-02 
018_303 018_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.892727364E-14 1.000000000E+20 1.259212624E+00 2.351538736E-13 2.174927372E-02 
018_303_SRH 018_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 8.847701914E-14 1.000000000E+20 1.259327659E+00 2.351711212E-13 2.182038798E-02 
019_303 019_303.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.053666866E-13 1.000000000E+20 1.264260042E+00 3.462888807E-13 2.484702971E-02 
019_303_SRH 019_303_srh.dat 303 38.265 1.000000000E+00 0.000000000E+00 1.049274445E-13 1.000000000E+20 1.264359752E+00 3.463148432E-13 2.490966969E-02 
