N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 330 1.900E-4 1.182264900E+00 1.225513099E+00
1.468000E+10 5.623E+16 330 1.900E-4 1.194876296E+00 1.226213227E+00
2.154000E+10 5.623E+16 330 1.900E-4 1.204933388E+00 1.227205832E+00
3.162000E+10 5.623E+16 330 1.900E-4 1.213004948E+00 1.228592048E+00
4.642000E+10 5.623E+16 330 1.900E-4 1.219716313E+00 1.230488358E+00
6.813000E+10 5.623E+16 330 1.900E-4 1.225644385E+00 1.233010882E+00
1.000000E+11 5.623E+16 330 1.900E-4 1.231253650E+00 1.236246351E+00
1.468000E+11 5.623E+16 330 1.900E-4 1.236853516E+00 1.240212754E+00
2.154000E+11 5.623E+16 330 1.900E-4 1.242574601E+00 1.244823807E+00
3.162000E+11 5.623E+16 330 1.900E-4 1.248379778E+00 1.249884337E+00
4.642000E+11 5.623E+16 330 1.900E-4 1.254120468E+00 1.255131730E+00
6.813000E+11 5.623E+16 330 1.900E-4 1.259623164E+00 1.260310896E+00
1.000000E+12 5.623E+16 330 1.900E-4 1.264765400E+00 1.265242030E+00
1.468000E+12 5.623E+16 330 1.900E-4 1.269508615E+00 1.269847239E+00
2.154000E+12 5.623E+16 330 1.900E-4 1.273887244E+00 1.274134818E+00
3.162000E+12 5.623E+16 330 1.900E-4 1.277978069E+00 1.278164683E+00
4.642000E+12 5.623E+16 330 1.900E-4 1.281872750E+00 1.282017734E+00
6.813000E+12 5.623E+16 330 1.900E-4 1.285662000E+00 1.285777888E+00
1.000000E+13 5.623E+16 330 1.900E-4 1.289487298E+00 1.289596270E+00
