N_Fe N_B T d n_FeB n_FeB_SRH
5.000000E+10 7.000E+15 333 2.000E-4 1.215554913E+00 1.218787191E+00
5.861000E+10 7.000E+15 333 2.000E-4 1.216178686E+00 1.218945092E+00
6.869000E+10 7.000E+15 333 2.000E-4 1.216761064E+00 1.219127915E+00
8.051000E+10 7.000E+15 333 2.000E-4 1.217314753E+00 1.219339150E+00
9.437000E+10 7.000E+15 333 2.000E-4 1.217851574E+00 1.219582699E+00
1.106000E+11 7.000E+15 333 2.000E-4 1.218382682E+00 1.219862745E+00
1.296000E+11 7.000E+15 333 2.000E-4 1.218918568E+00 1.220183846E+00
1.520000E+11 7.000E+15 333 2.000E-4 1.219469167E+00 1.220550743E+00
1.781000E+11 7.000E+15 333 2.000E-4 1.220043885E+00 1.220968432E+00
2.088000E+11 7.000E+15 333 2.000E-4 1.220651546E+00 1.221441935E+00
2.447000E+11 7.000E+15 333 2.000E-4 1.221300408E+00 1.221976114E+00
2.868000E+11 7.000E+15 333 2.000E-4 1.221997857E+00 1.222575689E+00
3.362000E+11 7.000E+15 333 2.000E-4 1.222750519E+00 1.223244778E+00
3.940000E+11 7.000E+15 333 2.000E-4 1.223563890E+00 1.223986766E+00
4.618000E+11 7.000E+15 333 2.000E-4 1.224442083E+00 1.224804098E+00
5.413000E+11 7.000E+15 333 2.000E-4 1.225387875E+00 1.225697965E+00
6.345000E+11 7.000E+15 333 2.000E-4 1.226402309E+00 1.226668126E+00
7.437000E+11 7.000E+15 333 2.000E-4 1.227484653E+00 1.227712722E+00
8.717000E+11 7.000E+15 333 2.000E-4 1.228632390E+00 1.228828302E+00
1.022000E+12 7.000E+15 333 2.000E-4 1.229841186E+00 1.230009726E+00
1.198000E+12 7.000E+15 333 2.000E-4 1.231105093E+00 1.231250335E+00
1.404000E+12 7.000E+15 333 2.000E-4 1.232416777E+00 1.232542188E+00
1.645000E+12 7.000E+15 333 2.000E-4 1.233767810E+00 1.233876377E+00
1.928000E+12 7.000E+15 333 2.000E-4 1.235149121E+00 1.235243368E+00
2.260000E+12 7.000E+15 333 2.000E-4 1.236551413E+00 1.236633510E+00
2.649000E+12 7.000E+15 333 2.000E-4 1.237965623E+00 1.238037396E+00
3.105000E+12 7.000E+15 333 2.000E-4 1.239383402E+00 1.239446414E+00
3.639000E+12 7.000E+15 333 2.000E-4 1.240797468E+00 1.240853034E+00
4.266000E+12 7.000E+15 333 2.000E-4 1.242201879E+00 1.242251122E+00
5.000000E+12 7.000E+15 333 2.000E-4 1.243592292E+00 1.243636145E+00
