N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 5.623E+16 325 1.800E-4 1.192573626E+00 1.230281729E+00
1.468000E+10 5.623E+16 325 1.800E-4 1.203752728E+00 1.230838471E+00
2.154000E+10 5.623E+16 325 1.800E-4 1.212498958E+00 1.231628700E+00
3.162000E+10 5.623E+16 325 1.800E-4 1.219406473E+00 1.232734331E+00
4.642000E+10 5.623E+16 325 1.800E-4 1.225068618E+00 1.234250548E+00
6.813000E+10 5.623E+16 325 1.800E-4 1.230008307E+00 1.236274405E+00
1.000000E+11 5.623E+16 325 1.800E-4 1.234640206E+00 1.238882687E+00
1.468000E+11 5.623E+16 325 1.800E-4 1.239245145E+00 1.242100352E+00
2.154000E+11 5.623E+16 325 1.800E-4 1.243956105E+00 1.245871994E+00
3.162000E+11 5.623E+16 325 1.800E-4 1.248767161E+00 1.250055242E+00
4.642000E+11 5.623E+16 325 1.800E-4 1.253577166E+00 1.254450826E+00
6.813000E+11 5.623E+16 325 1.800E-4 1.258258030E+00 1.258860698E+00
1.000000E+12 5.623E+16 325 1.800E-4 1.262716941E+00 1.263143032E+00
1.468000E+12 5.623E+16 325 1.800E-4 1.266926054E+00 1.267236555E+00
2.154000E+12 5.623E+16 325 1.800E-4 1.270916837E+00 1.271150669E+00
3.162000E+12 5.623E+16 325 1.800E-4 1.274756591E+00 1.274938499E+00
4.642000E+12 5.623E+16 325 1.800E-4 1.278525439E+00 1.278671230E+00
6.813000E+12 5.623E+16 325 1.800E-4 1.282302015E+00 1.282421861E+00
1.000000E+13 5.623E+16 325 1.800E-4 1.286177876E+00 1.286286353E+00
