fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_321 001_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 9.027132853E-14 1.000000000E+20 1.232287661E+00 2.545319114E-14 2.812122202E-04 
001_321_SRH 001_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 8.105581717E-14 1.000000000E+20 1.234383675E+00 2.531785304E-14 3.128854946E-04 
002_321 002_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.038199362E-13 1.000000000E+20 1.232855698E+00 2.980231873E-14 2.869925565E-04 
002_321_SRH 002_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 9.462174376E-14 1.000000000E+20 1.234649383E+00 2.966754764E-14 3.145906753E-04 
003_321 003_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.195623972E-13 1.000000000E+20 1.233421336E+00 3.489732619E-14 2.925690653E-04 
003_321_SRH 003_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.103842830E-13 1.000000000E+20 1.234955789E+00 3.476317510E-14 3.165999774E-04 
004_321 004_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.378278855E-13 1.000000000E+20 1.233995838E+00 4.086568052E-14 2.980489327E-04 
004_321_SRH 004_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.286730086E-13 1.000000000E+20 1.235308174E+00 4.073221327E-14 3.189681041E-04 
005_321 005_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.589859418E-13 1.000000000E+20 1.234590061E+00 4.785650256E-14 3.035460959E-04 
005_321_SRH 005_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.498579046E-13 1.000000000E+20 1.235712210E+00 4.772379607E-14 3.217598553E-04 
006_321 006_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.834483321E-13 1.000000000E+20 1.235214436E+00 5.604421562E-14 3.091828243E-04 
006_321_SRH 006_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 1.743512242E-13 1.000000000E+20 1.236173848E+00 5.591235857E-14 3.250508097E-04 
007_321 007_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.116698554E-13 1.000000000E+20 1.235878953E+00 6.563280536E-14 3.150905287E-04 
007_321_SRH 007_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.026082938E-13 1.000000000E+20 1.236699195E+00 6.550189976E-14 3.289297179E-04 
008_321 008_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.441476620E-13 1.000000000E+20 1.236593010E+00 7.686079062E-14 3.214106672E-04 
008_321_SRH 008_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.351268259E-13 1.000000000E+20 1.237294320E+00 7.673095237E-14 3.334988856E-04 
009_321 009_321.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.814185949E-13 1.000000000E+20 1.237365300E+00 9.000703852E-14 3.282964717E-04 
009_321_SRH 009_321_srh.dat 321 36.119 1.000000000E+00 0.000000000E+00 2.724442511E-13 1.000000000E+20 1.237965018E+00 8.987839756E-14 3.388765462E-04 
