fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.049039556E-13 1.000000000E+20 1.202483347E+00 2.414870345E-14 1.233416164E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.447963539E-13 1.000000000E+20 1.213057385E+00 2.318196135E-14 1.786776519E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.339306344E-13 1.000000000E+20 1.207522954E+00 4.499749788E-14 1.458064877E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.739507955E-13 1.000000000E+20 1.213263604E+00 4.404155799E-14 1.797659986E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.759383142E-13 1.000000000E+20 1.210569501E+00 8.458416256E-14 1.620513071E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.162034890E-13 1.000000000E+20 1.213647474E+00 8.363727706E-14 1.818254610E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.024661490E-12 1.000000000E+20 1.212709320E+00 1.596521944E-13 1.744674766E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.653812088E-13 1.000000000E+20 1.214349440E+00 1.587159987E-13 1.857064255E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.839443737E-12 1.000000000E+20 1.214719668E+00 3.017321574E-13 1.865600298E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.780981152E-12 1.000000000E+20 1.215592403E+00 3.008119546E-13 1.929615449E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.265910230E-12 1.000000000E+20 1.217209230E+00 5.698752772E-13 2.025684885E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.208849963E-12 1.000000000E+20 1.217675171E+00 5.689806856E-13 2.063216922E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.619864512E-12 1.000000000E+20 1.220623664E+00 1.074071049E-12 2.279507609E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.565025467E-12 1.000000000E+20 1.220874736E+00 1.073215870E-12 2.302823928E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.190468218E-12 1.000000000E+20 1.225100443E+00 2.018899681E-12 2.699913641E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.138737218E-12 1.000000000E+20 1.225238195E+00 2.018099291E-12 2.715684563E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.411318801E-11 1.000000000E+20 1.230368146E+00 3.787415112E-12 3.379727938E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.406511555E-11 1.000000000E+20 1.230446122E+00 3.786680926E-12 3.391514461E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.044190192E-11 1.000000000E+20 1.235926114E+00 7.105325911E-12 4.422277008E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.039732486E-11 1.000000000E+20 1.235972502E+00 7.104660961E-12 4.431936546E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.848471841E-11 1.000000000E+20 1.241347468E+00 1.335775490E-11 5.914181991E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.844283634E-11 1.000000000E+20 1.241377062E+00 1.335715684E-11 5.922618120E-04 
