N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 303 2.100E-4 1.187808621E+00 1.190073892E+00
1.468000E+10 1.000E+15 303 2.100E-4 1.188526478E+00 1.190103354E+00
2.154000E+10 1.000E+15 303 2.100E-4 1.189054678E+00 1.190146396E+00
3.162000E+10 1.000E+15 303 2.100E-4 1.189456154E+00 1.190209165E+00
4.642000E+10 1.000E+15 303 2.100E-4 1.189782223E+00 1.190300452E+00
6.813000E+10 1.000E+15 303 2.100E-4 1.190076328E+00 1.190432656E+00
1.000000E+11 1.000E+15 303 2.100E-4 1.190377878E+00 1.190622976E+00
1.468000E+11 1.000E+15 303 2.100E-4 1.190725794E+00 1.190894681E+00
2.154000E+11 1.000E+15 303 2.100E-4 1.191187030E+00 1.191306191E+00
3.162000E+11 1.000E+15 303 2.100E-4 1.191751701E+00 1.191833961E+00
4.642000E+11 1.000E+15 303 2.100E-4 1.192493468E+00 1.192550989E+00
6.813000E+11 1.000E+15 303 2.100E-4 1.193460744E+00 1.193501424E+00
1.000000E+12 1.000E+15 303 2.100E-4 1.194711478E+00 1.194740802E+00
1.468000E+12 1.000E+15 303 2.100E-4 1.196254419E+00 1.196275956E+00
2.154000E+12 1.000E+15 303 2.100E-4 1.198144477E+00 1.198160764E+00
3.162000E+12 1.000E+15 303 2.100E-4 1.200365195E+00 1.200377854E+00
4.642000E+12 1.000E+15 303 2.100E-4 1.202963602E+00 1.202973785E+00
6.813000E+12 1.000E+15 303 2.100E-4 1.205913871E+00 1.205922298E+00
1.000000E+13 1.000E+15 303 2.100E-4 1.209188812E+00 1.209195947E+00
