N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 290 1.800E-4 1.194276324E+00 1.198491904E+00
1.468000E+10 1.778E+15 290 1.800E-4 1.195502322E+00 1.198515251E+00
2.154000E+10 1.778E+15 290 1.800E-4 1.196422341E+00 1.198549411E+00
3.162000E+10 1.778E+15 290 1.800E-4 1.197111015E+00 1.198599406E+00
4.642000E+10 1.778E+15 290 1.800E-4 1.197637162E+00 1.198672529E+00
6.813000E+10 1.778E+15 290 1.800E-4 1.198061483E+00 1.198779340E+00
1.000000E+11 1.778E+15 290 1.800E-4 1.198437805E+00 1.198935041E+00
1.468000E+11 1.778E+15 290 1.800E-4 1.198816449E+00 1.199161312E+00
2.154000E+11 1.778E+15 290 1.800E-4 1.199248596E+00 1.199488667E+00
3.162000E+11 1.778E+15 290 1.800E-4 1.199791025E+00 1.199959230E+00
4.642000E+11 1.778E+15 290 1.800E-4 1.200510501E+00 1.200629520E+00
6.813000E+11 1.778E+15 290 1.800E-4 1.201499340E+00 1.201585163E+00
1.000000E+12 1.778E+15 290 1.800E-4 1.202828385E+00 1.202891182E+00
1.468000E+12 1.778E+15 290 1.800E-4 1.204599112E+00 1.204645970E+00
2.154000E+12 1.778E+15 290 1.800E-4 1.206917427E+00 1.206953427E+00
3.162000E+12 1.778E+15 290 1.800E-4 1.209846030E+00 1.209874423E+00
4.642000E+12 1.778E+15 290 1.800E-4 1.213422003E+00 1.213445001E+00
6.813000E+12 1.778E+15 290 1.800E-4 1.217593670E+00 1.217612660E+00
1.000000E+13 1.778E+15 290 1.800E-4 1.222285459E+00 1.222301385E+00
