T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
325 001_325 35.674 4.422810E-1 7.401031E-1 7.721740E+1 2.527580E+1 3.676860E-1 6.874316E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.000E+15
325 002_325 35.674 4.413870E-1 7.396969E-1 7.715360E+1 2.519010E+1 3.667290E-1 6.868865E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.000E+15
325 003_325 35.674 4.401230E-1 7.391022E-1 7.706470E+1 2.506880E+1 3.654000E-1 6.860647E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.000E+15
325 004_325 35.674 4.382830E-1 7.382329E-1 7.695770E+1 2.490000E+1 3.635450E-1 6.849226E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.000E+15
325 005_325 35.674 4.357900E-1 7.369644E-1 7.681250E+1 2.466920E+1 3.610450E-1 6.832738E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.000E+15
325 006_325 35.674 4.325120E-1 7.351187E-1 7.662040E+1 2.436120E+1 3.577250E-1 6.810061E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.000E+15
325 007_325 35.674 4.282290E-1 7.324436E-1 7.639460E+1 2.396140E+1 3.534860E-1 6.778603E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.000E+15
325 008_325 35.674 4.228560E-1 7.285886E-1 7.613690E+1 2.345680E+1 3.482910E-1 6.734848E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.000E+15
325 009_325 35.674 4.163730E-1 7.230793E-1 7.585740E+1 2.283840E+1 3.421580E-1 6.674819E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.000E+15
325 010_325 35.674 4.089200E-1 7.152971E-1 7.555240E+1 2.209900E+1 3.352250E-1 6.592306E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.000E+15
325 011_325 35.674 4.006100E-1 7.044836E-1 7.523880E+1 2.123410E+1 3.276460E-1 6.480803E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.000E+15
325 012_325 35.674 3.916720E-1 6.897925E-1 7.491650E+1 2.024040E+1 3.196000E-1 6.333048E-1 1.000000E+0 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 1.800E-4 1.000E+15
325 013_325 35.674 3.824170E-1 6.704229E-1 7.457160E+1 1.911870E+1 3.113180E-1 6.141224E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 1.800E-4 1.000E+15
325 014_325 35.674 3.730860E-1 6.458459E-1 7.419930E+1 1.787880E+1 3.029590E-1 5.901385E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 1.800E-4 1.000E+15
325 015_325 35.674 3.638740E-1 6.160775E-1 7.379800E+1 1.654360E+1 2.946580E-1 5.614520E-1 1.000000E+0 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 1.800E-4 1.000E+15
325 016_325 35.674 3.549130E-1 5.818582E-1 7.336930E+1 1.515140E+1 2.865530E-1 5.287483E-1 1.000000E+0 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 1.800E-4 1.000E+15
325 017_325 35.674 3.462630E-1 5.445655E-1 7.291550E+1 1.374910E+1 2.786820E-1 4.933643E-1 1.000000E+0 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 1.800E-4 1.000E+15
325 018_325 35.674 3.379100E-1 5.058144E-1 7.243560E+1 1.238070E+1 2.710250E-1 4.568091E-1 1.000000E+0 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 1.800E-4 1.000E+15
325 019_325 35.674 3.297720E-1 4.669464E-1 7.192380E+1 1.107520E+1 2.635250E-1 4.202729E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 1.800E-4 1.000E+15
325 020_325 35.674 3.216210E-1 4.287315E-1 7.139170E+1 9.844100E+0 2.560640E-1 3.844395E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 1.800E-4 1.000E+15
325 021_325 35.674 3.133750E-1 3.914375E-1 7.081250E+1 8.686300E+0 2.484860E-1 3.495697E-1 1.000000E+0 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 1.800E-4 1.000E+15
325 022_325 35.674 3.049260E-1 3.551316E-1 7.016850E+1 7.598500E+0 2.407130E-1 3.156655E-1 1.000000E+0 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 1.800E-4 1.000E+15
325 023_325 35.674 2.961850E-1 3.199524E-1 6.944480E+1 6.580900E+0 2.326270E-1 2.828971E-1 1.000000E+0 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 1.800E-4 1.000E+15
325 024_325 35.674 2.870820E-1 2.861976E-1 6.862690E+1 5.638500E+0 2.241890E-1 2.515077E-1 1.000000E+0 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 1.800E-4 1.000E+15
325 025_325 35.674 2.775580E-1 2.542554E-1 6.770030E+1 4.777600E+0 2.153420E-1 2.218637E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 1.800E-4 1.000E+15
