fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_297 001_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.114072800E-15 1.000000000E+20 1.239897940E+00 2.086703685E-15 1.500151369E-03 
001_297_SRH 001_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 1.868127892E-15 1.000000000E+20 1.241965576E+00 2.085260520E-15 1.659925340E-03 
002_297 002_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.425581943E-15 1.000000000E+20 1.240254734E+00 2.445491746E-15 1.526950958E-03 
002_297_SRH 002_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.180127647E-15 1.000000000E+20 1.242041887E+00 2.444109690E-15 1.665891122E-03 
003_297 003_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.787301619E-15 1.000000000E+20 1.240587234E+00 2.866029873E-15 1.552161018E-03 
003_297_SRH 003_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.542409234E-15 1.000000000E+20 1.242130803E+00 2.864708307E-15 1.672859572E-03 
004_297 004_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.206680078E-15 1.000000000E+20 1.240901793E+00 3.358941596E-15 1.576211889E-03 
004_297_SRH 004_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 2.962431957E-15 1.000000000E+20 1.242234320E+00 3.357681070E-15 1.680994722E-03 
005_297 005_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.692048364E-15 1.000000000E+20 1.241204643E+00 3.936678424E-15 1.599546376E-03 
005_297_SRH 005_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 3.448539035E-15 1.000000000E+20 1.242354694E+00 3.935480635E-15 1.690485460E-03 
006_297 006_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.252648729E-15 1.000000000E+20 1.241501945E+00 4.613834576E-15 1.622619683E-03 
006_297_SRH 006_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.009986002E-15 1.000000000E+20 1.242494504E+00 4.612702557E-15 1.701548928E-03 
007_297 007_297.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.898635123E-15 1.000000000E+20 1.241799804E+00 5.407516027E-15 1.645899716E-03 
007_297_SRH 007_297_srh.dat 297 39.038 1.000000000E+00 0.000000000E+00 4.656941142E-15 1.000000000E+20 1.242656647E+00 5.406454172E-15 1.714434404E-03 
