N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 300 1.900E-4 1.245883232E+00 1.262106887E+00
1.468000E+10 1.778E+16 300 1.900E-4 1.249710140E+00 1.262170401E+00
2.154000E+10 1.778E+16 300 1.900E-4 1.252843807E+00 1.262263128E+00
3.162000E+10 1.778E+16 300 1.900E-4 1.255397339E+00 1.262398246E+00
4.642000E+10 1.778E+16 300 1.900E-4 1.257471436E+00 1.262594562E+00
6.813000E+10 1.778E+16 300 1.900E-4 1.259175421E+00 1.262878523E+00
1.000000E+11 1.778E+16 300 1.900E-4 1.260631254E+00 1.263286671E+00
1.468000E+11 1.778E+16 300 1.900E-4 1.261969760E+00 1.263868130E+00
2.154000E+11 1.778E+16 300 1.900E-4 1.263326271E+00 1.264686479E+00
3.162000E+11 1.778E+16 300 1.900E-4 1.264837440E+00 1.265819697E+00
4.642000E+11 1.778E+16 300 1.900E-4 1.266637395E+00 1.267356371E+00
6.813000E+11 1.778E+16 300 1.900E-4 1.268850179E+00 1.269386501E+00
1.000000E+12 1.778E+16 300 1.900E-4 1.271576987E+00 1.271986422E+00
1.468000E+12 1.778E+16 300 1.900E-4 1.274880075E+00 1.275200561E+00
2.154000E+12 1.778E+16 300 1.900E-4 1.278769628E+00 1.279026525E+00
3.162000E+12 1.778E+16 300 1.900E-4 1.283202483E+00 1.283412475E+00
4.642000E+12 1.778E+16 300 1.900E-4 1.288097739E+00 1.288271757E+00
6.813000E+12 1.778E+16 300 1.900E-4 1.293363355E+00 1.293508681E+00
1.000000E+13 1.778E+16 300 1.900E-4 1.298918266E+00 1.299039973E+00
