N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+16 300 1.900E-4 1.208813405E+00 1.218490446E+00
1.468000E+10 1.778E+16 300 1.900E-4 1.211651695E+00 1.218610651E+00
2.154000E+10 1.778E+16 300 1.900E-4 1.213826374E+00 1.218784831E+00
3.162000E+10 1.778E+16 300 1.900E-4 1.215530130E+00 1.219035883E+00
4.642000E+10 1.778E+16 300 1.900E-4 1.216929696E+00 1.219394934E+00
6.813000E+10 1.778E+16 300 1.900E-4 1.218173623E+00 1.219902913E+00
1.000000E+11 1.778E+16 300 1.900E-4 1.219396668E+00 1.220611054E+00
1.468000E+11 1.778E+16 300 1.900E-4 1.220721805E+00 1.221579228E+00
2.154000E+11 1.778E+16 300 1.900E-4 1.222259023E+00 1.222870910E+00
3.162000E+11 1.778E+16 300 1.900E-4 1.224100406E+00 1.224544519E+00
4.642000E+11 1.778E+16 300 1.900E-4 1.226313102E+00 1.226643141E+00
6.813000E+11 1.778E+16 300 1.900E-4 1.228933812E+00 1.229186351E+00
1.000000E+12 1.778E+16 300 1.900E-4 1.231968609E+00 1.232168110E+00
1.468000E+12 1.778E+16 300 1.900E-4 1.235399460E+00 1.235561896E+00
2.154000E+12 1.778E+16 300 1.900E-4 1.239196032E+00 1.239331604E+00
3.162000E+12 1.778E+16 300 1.900E-4 1.243329062E+00 1.243444218E+00
4.642000E+12 1.778E+16 300 1.900E-4 1.247779254E+00 1.247878090E+00
6.813000E+12 1.778E+16 300 1.900E-4 1.252537121E+00 1.252622344E+00
1.000000E+13 1.778E+16 300 1.900E-4 1.257595884E+00 1.257669382E+00
