fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.785059352E-13 1.000000000E+20 1.192908316E+00 2.228305082E-14 1.744588713E-04 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.140316482E-13 1.000000000E+20 1.204657590E+00 2.121673710E-14 2.686986520E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.796518838E-13 1.000000000E+20 1.199439890E+00 4.131730268E-14 2.058205929E-04 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.153770513E-13 1.000000000E+20 1.205776655E+00 4.027069411E-14 2.650175674E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.684353388E-13 1.000000000E+20 1.204451842E+00 7.737560557E-14 2.239743033E-04 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.045439740E-13 1.000000000E+20 1.207827138E+00 7.635059441E-14 2.583690986E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.153428560E-13 1.000000000E+20 1.209680059E+00 1.454842941E-13 2.280749736E-04 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.521580693E-13 1.000000000E+20 1.211467298E+00 1.444896289E-13 2.469297655E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.435245974E-12 1.000000000E+20 1.216626687E+00 2.736595329E-13 2.192311563E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.373310341E-12 1.000000000E+20 1.217572666E+00 2.727103985E-13 2.291357880E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.491666955E-12 1.000000000E+20 1.226361966E+00 5.139929738E-13 2.021964539E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.431804397E-12 1.000000000E+20 1.226866829E+00 5.131083877E-13 2.072911280E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.165512633E-12 1.000000000E+20 1.238761904E+00 9.637957246E-13 1.931364093E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.108757349E-12 1.000000000E+20 1.239037614E+00 9.629926541E-13 1.958854849E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.580625373E-12 1.000000000E+20 1.251968435E+00 1.806556687E-12 2.201179615E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.527875451E-12 1.000000000E+20 1.252124776E+00 1.805844687E-12 2.219071747E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.775286519E-12 1.000000000E+20 1.263695049E+00 3.390548869E-12 2.957737978E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.726787687E-12 1.000000000E+20 1.263787348E+00 3.389929918E-12 2.972186279E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.384155408E-11 1.000000000E+20 1.273218384E+00 6.379295034E-12 4.161229233E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.379670413E-11 1.000000000E+20 1.273275215E+00 6.378768979E-12 4.174121922E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.910910624E-11 1.000000000E+20 1.281113749E+00 1.203954976E-11 5.823956973E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.906683999E-11 1.000000000E+20 1.281150807E+00 1.203912459E-11 5.835793480E-04 
