T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
340 001_340 34.101 4.055070E-1 7.447132E-1 7.499900E+1 2.264870E+1 3.312790E-1 6.836734E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 1.800E-4 1.000E+15
340 002_340 34.101 4.045800E-1 7.442840E-1 7.489400E+1 2.255220E+1 3.302250E-1 6.829372E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 1.800E-4 1.000E+15
340 003_340 34.101 4.032660E-1 7.436561E-1 7.474840E+1 2.241630E+1 3.287210E-1 6.819272E-1 1.000000E+0 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 1.800E-4 1.000E+15
340 004_340 34.101 4.014250E-1 7.427384E-1 7.455170E+1 2.222780E+1 3.266310E-1 6.805195E-1 1.000000E+0 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 1.800E-4 1.000E+15
340 005_340 34.101 3.988360E-1 7.414001E-1 7.430610E+1 2.197210E+1 3.237990E-1 6.785725E-1 1.000000E+0 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 1.800E-4 1.000E+15
340 006_340 34.101 3.953010E-1 7.394542E-1 7.400970E+1 2.163350E+1 3.200680E-1 6.759032E-1 1.000000E+0 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 1.800E-4 1.000E+15
340 007_340 34.101 3.907300E-1 7.366371E-1 7.365210E+1 2.119900E+1 3.153030E-1 6.723375E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 1.800E-4 1.000E+15
340 008_340 34.101 3.848040E-1 7.325840E-1 7.328620E+1 2.065940E+1 3.095210E-1 6.674642E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 1.800E-4 1.000E+15
340 009_340 34.101 3.776200E-1 7.268048E-1 7.290740E+1 2.000980E+1 3.027440E-1 6.609497E-1 1.000000E+0 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 1.800E-4 1.000E+15
340 010_340 34.101 3.692340E-1 7.186681E-1 7.254030E+1 1.924900E+1 2.951460E-1 6.521868E-1 1.000000E+0 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 1.800E-4 1.000E+15
340 011_340 34.101 3.598790E-1 7.074129E-1 7.218870E+1 1.837800E+1 2.869630E-1 6.404315E-1 1.000000E+0 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 1.800E-4 1.000E+15
