N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.400E+15 340 1.500E-4 1.013331978E+00 1.016330370E+00
1.468000E+10 1.400E+15 340 1.500E-4 1.014146909E+00 1.016325144E+00
2.154000E+10 1.400E+15 340 1.500E-4 1.014763167E+00 1.016317524E+00
3.162000E+10 1.400E+15 340 1.500E-4 1.015212024E+00 1.016306441E+00
4.642000E+10 1.400E+15 340 1.500E-4 1.015527272E+00 1.016290392E+00
6.813000E+10 1.400E+15 340 1.500E-4 1.015738837E+00 1.016267303E+00
1.000000E+11 1.400E+15 340 1.500E-4 1.015870162E+00 1.016234401E+00
1.468000E+11 1.400E+15 340 1.500E-4 1.015937918E+00 1.016188187E+00
2.154000E+11 1.400E+15 340 1.500E-4 1.015953028E+00 1.016124678E+00
3.162000E+11 1.400E+15 340 1.500E-4 1.015922654E+00 1.016040305E+00
4.642000E+11 1.400E+15 340 1.500E-4 1.015853450E+00 1.015934142E+00
6.813000E+11 1.400E+15 340 1.500E-4 1.015757013E+00 1.015812490E+00
1.000000E+12 1.400E+15 340 1.500E-4 1.015658515E+00 1.015696857E+00
1.468000E+12 1.400E+15 340 1.500E-4 1.015609133E+00 1.015635895E+00
2.154000E+12 1.400E+15 340 1.500E-4 1.015698602E+00 1.015717606E+00
3.162000E+12 1.400E+15 340 1.500E-4 1.016060897E+00 1.016074769E+00
4.642000E+12 1.400E+15 340 1.500E-4 1.016861818E+00 1.016872350E+00
6.813000E+12 1.400E+15 340 1.500E-4 1.018265485E+00 1.018273883E+00
1.000000E+13 1.400E+15 340 1.500E-4 1.020395277E+00 1.020402324E+00
