fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_305 001_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.643371565E-15 1.000000000E+20 1.253386018E+00 5.286191130E-16 2.920581860E-03 
001_305_SRH 001_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.413167294E-16 1.000000000E+20 1.278091172E+00 5.168210111E-16 9.711568822E-03 
002_305 002_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.555320371E-15 1.000000000E+20 1.267300262E+00 1.640809400E-15 5.762116931E-03 
002_305_SRH 002_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.368865412E-15 1.000000000E+20 1.278449244E+00 1.634353331E-15 9.866234698E-03 
003_305 003_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 5.230757926E-15 1.000000000E+20 1.275033601E+00 5.169451111E-15 8.435797276E-03 
003_305_SRH 003_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.084743560E-15 1.000000000E+20 1.279531349E+00 5.168712932E-15 1.034181410E-02 
004_305 004_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.207740198E-14 1.000000000E+20 1.280817940E+00 1.634771138E-14 1.091617153E-02 
004_305_SRH 004_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 1.102678956E-14 1.000000000E+20 1.282544234E+00 1.635413818E-14 1.172472166E-02 
005_305 005_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.553637409E-14 1.000000000E+20 1.288805342E+00 5.184518874E-14 1.482375459E-02 
005_305_SRH 005_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 2.464698104E-14 1.000000000E+20 1.289539771E+00 5.186611700E-14 1.520710367E-02 
006_305 006_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.601776789E-14 1.000000000E+20 1.301352626E+00 1.654014693E-13 2.165545453E-02 
006_305_SRH 006_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 4.528790684E-14 1.000000000E+20 1.301730197E+00 1.654556942E-13 2.187089766E-02 
007_305 007_305.dat 305 38.014 1.000000000E+00 0.000000000E+00 7.643192467E-14 1.000000000E+20 1.317522528E+00 5.314373678E-13 3.110860514E-02 
007_305_SRH 007_305_srh.dat 305 38.014 1.000000000E+00 0.000000000E+00 7.580269504E-14 1.000000000E+20 1.317737777E+00 5.315630224E-13 3.123784750E-02 
