T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 4.918770E-1 7.303708E-1 7.936050E+1 2.851050E+1 4.156150E-1 6.859830E-1 1.000000E+0 1.000000E+10 1.000000E+10 1.800E-4 1.000E+15
305 002_305 38.014 4.914140E-1 7.294854E-1 7.915030E+1 2.837370E+1 4.143850E-1 6.847201E-1 1.000000E+0 1.468000E+10 1.468000E+10 1.800E-4 1.000E+15
305 003_305 38.014 4.907280E-1 7.281927E-1 7.886200E+1 2.818090E+1 4.126270E-1 6.829635E-1 1.000000E+0 2.154000E+10 2.154000E+10 1.800E-4 1.000E+15
305 004_305 38.014 4.896880E-1 7.263102E-1 7.848380E+1 2.791400E+1 4.101660E-1 6.805535E-1 1.000000E+0 3.162000E+10 3.162000E+10 1.800E-4 1.000E+15
305 005_305 38.014 4.880780E-1 7.235786E-1 7.801740E+1 2.755280E+1 4.067870E-1 6.773286E-1 1.000000E+0 4.642000E+10 4.642000E+10 1.800E-4 1.000E+15
305 006_305 38.014 4.856800E-1 7.196356E-1 7.747590E+1 2.707880E+1 4.023730E-1 6.729777E-1 1.000000E+0 6.813000E+10 6.813000E+10 1.800E-4 1.000E+15
305 007_305 38.014 4.820850E-1 7.139871E-1 7.690980E+1 2.647250E+1 3.968260E-1 6.671066E-1 1.000000E+0 1.000000E+11 1.000000E+11 1.800E-4 1.000E+15
305 008_305 38.014 4.765440E-1 7.059826E-1 7.645780E+1 2.572280E+1 3.903030E-1 6.590472E-1 1.000000E+0 1.468000E+11 1.468000E+11 1.800E-4 1.000E+15
305 009_305 38.014 4.684510E-1 6.948124E-1 7.624670E+1 2.481720E+1 3.829200E-1 6.481040E-1 1.000000E+0 2.154000E+11 2.154000E+11 1.800E-4 1.000E+15
305 010_305 38.014 4.577620E-1 6.795538E-1 7.633670E+1 2.374630E+1 3.749710E-1 6.332852E-1 1.000000E+0 3.162000E+11 3.162000E+11 1.800E-4 1.000E+15
305 011_305 38.014 4.458510E-1 6.593061E-1 7.655850E+1 2.250450E+1 3.667290E-1 6.136568E-1 1.000000E+0 4.642000E+11 4.642000E+11 1.800E-4 1.000E+15
305 012_305 38.014 4.341950E-1 6.334380E-1 7.670950E+1 2.109780E+1 3.583690E-1 5.887178E-1 1.000000E+0 6.813000E+11 6.813000E+11 1.800E-4 1.000E+15
305 013_305 38.014 4.233920E-1 6.019122E-1 7.671140E+1 1.954950E+1 3.500490E-1 5.584793E-1 1.000000E+0 1.000000E+12 1.000000E+12 1.800E-4 1.000E+15
305 014_305 38.014 4.134800E-1 5.655335E-1 7.657780E+1 1.790670E+1 3.419040E-1 5.237345E-1 1.000000E+0 1.468000E+12 1.468000E+12 1.800E-4 1.000E+15
305 015_305 38.014 4.043230E-1 5.258934E-1 7.634610E+1 1.623350E+1 3.340140E-1 4.860141E-1 1.000000E+0 2.154000E+12 2.154000E+12 1.800E-4 1.000E+15
305 016_305 38.014 3.957490E-1 4.849152E-1 7.604760E+1 1.459390E+1 3.263770E-1 4.471479E-1 1.000000E+0 3.162000E+12 3.162000E+12 1.800E-4 1.000E+15
305 017_305 38.014 3.875680E-1 4.442246E-1 7.570020E+1 1.303310E+1 3.189550E-1 4.086182E-1 1.000000E+0 4.642000E+12 4.642000E+12 1.800E-4 1.000E+15
305 018_305 38.014 3.795890E-1 4.047615E-1 7.530820E+1 1.157060E+1 3.115720E-1 3.713612E-1 1.000000E+0 6.813000E+12 6.813000E+12 1.800E-4 1.000E+15
305 019_305 38.014 3.715380E-1 3.668399E-1 7.488770E+1 1.020680E+1 3.041500E-1 3.355844E-1 1.000000E+0 1.000000E+13 1.000000E+13 1.800E-4 1.000E+15
305 020_305 38.014 3.633220E-1 3.304928E-1 7.442190E+1 8.936200E+0 2.965330E-1 3.013568E-1 1.000000E+0 1.468000E+13 1.468000E+13 1.800E-4 1.000E+15
305 021_305 38.014 3.548660E-1 2.957878E-1 7.389460E+1 7.756300E+0 2.886430E-1 2.687183E-1 1.000000E+0 2.154000E+13 2.154000E+13 1.800E-4 1.000E+15
305 022_305 38.014 3.460960E-1 2.629361E-1 7.329390E+1 6.669800E+0 2.804200E-1 2.378518E-1 1.000000E+0 3.162000E+13 3.162000E+13 1.800E-4 1.000E+15
305 023_305 38.014 3.369360E-1 2.322322E-1 7.260650E+1 5.681300E+0 2.717870E-1 2.090337E-1 1.000000E+0 4.642000E+13 4.642000E+13 1.800E-4 1.000E+15
305 024_305 38.014 3.272890E-1 2.039513E-1 7.181530E+1 4.793700E+0 2.626460E-1 1.825172E-1 1.000000E+0 6.813000E+13 6.813000E+13 1.800E-4 1.000E+15
305 025_305 38.014 3.170200E-1 1.782853E-1 7.089860E+1 4.007200E+0 2.528810E-1 1.584616E-1 1.000000E+0 1.000000E+14 1.000000E+14 1.800E-4 1.000E+15
