N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 4.500E+15 320 2.100E-4 1.204679383E+00 1.212631003E+00
2.154000E+10 4.500E+15 320 2.100E-4 1.208919608E+00 1.212760253E+00
3.162000E+10 4.500E+15 320 2.100E-4 1.210221698E+00 1.212871796E+00
1.468000E+11 4.500E+15 320 2.100E-4 1.213480226E+00 1.214068234E+00
2.154000E+11 4.500E+15 320 2.100E-4 1.214317466E+00 1.214720904E+00
4.642000E+11 4.500E+15 320 2.100E-4 1.216594406E+00 1.216785991E+00
1.000000E+12 4.500E+15 320 2.100E-4 1.220062086E+00 1.220155899E+00
2.154000E+12 4.500E+15 320 2.100E-4 1.224819070E+00 1.224868395E+00
3.162000E+12 4.500E+15 320 2.100E-4 1.227581686E+00 1.227619003E+00
4.642000E+12 4.500E+15 320 2.100E-4 1.230522857E+00 1.230552055E+00
6.813000E+12 4.500E+15 320 2.100E-4 1.233601078E+00 1.233624675E+00
1.000000E+13 4.500E+15 320 2.100E-4 1.236801466E+00 1.236821074E+00
