N_Fe N_B T d n_Fe n_Fe_SRH
1.300000E+10 1.000E+16 330 1.800E-4 1.219232457E+00 1.231408400E+00
2.471000E+10 1.000E+16 330 1.800E-4 1.225482980E+00 1.232084037E+00
4.696000E+10 1.000E+16 330 1.800E-4 1.229793214E+00 1.233322730E+00
8.927000E+10 1.000E+16 330 1.800E-4 1.233653109E+00 1.235524590E+00
1.697000E+11 1.000E+16 330 1.800E-4 1.238240591E+00 1.239229117E+00
3.225000E+11 1.000E+16 330 1.800E-4 1.244388510E+00 1.244911948E+00
6.130000E+11 1.000E+16 330 1.800E-4 1.252212774E+00 1.252493886E+00
1.165000E+12 1.000E+16 330 1.800E-4 1.260832337E+00 1.260988040E+00
2.214000E+12 1.000E+16 330 1.800E-4 1.269043500E+00 1.269133924E+00
4.209000E+12 1.000E+16 330 1.800E-4 1.276368319E+00 1.276424294E+00
8.000000E+12 1.000E+16 330 1.800E-4 1.283007318E+00 1.283044750E+00
