fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
001_310 001_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 9.907818402E-15 1.000000000E+20 1.193314918E+00 2.899747873E-15 3.170521963E-03 
001_310_SRH 001_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.133914029E-15 1.000000000E+20 1.196676805E+00 2.868781163E-15 3.821620225E-03 
002_310 002_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.368708561E-14 1.000000000E+20 1.194385760E+00 4.241253737E-15 3.360146736E-03 
002_310_SRH 002_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.191481096E-14 1.000000000E+20 1.196720091E+00 4.210412671E-15 3.829637258E-03 
003_310 003_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.920681078E-14 1.000000000E+20 1.195169887E+00 6.209950826E-15 3.507547091E-03 
003_310_SRH 003_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.743683922E-14 1.000000000E+20 1.196783233E+00 6.179222301E-15 3.841383399E-03 
004_310 004_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.724999666E-14 1.000000000E+20 1.195763674E+00 9.098727053E-15 3.623393743E-03 
004_310_SRH 004_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.548331671E-14 1.000000000E+20 1.196875059E+00 9.068110757E-15 3.858576002E-03 
005_310 005_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.893130169E-14 1.000000000E+20 1.196244008E+00 1.333694296E-14 3.718886281E-03 
005_310_SRH 005_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.716934746E-14 1.000000000E+20 1.197008061E+00 1.330645244E-14 3.883709698E-03 
006_310 006_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.581501150E-14 1.000000000E+20 1.196674741E+00 1.955368893E-14 3.805045800E-03 
006_310_SRH 006_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.405983360E-14 1.000000000E+20 1.197199555E+00 1.952335421E-14 3.920384941E-03 
007_310 007_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 8.005085064E-14 1.000000000E+20 1.197112397E+00 2.867005776E-14 3.892883164E-03 
007_310_SRH 007_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.830533120E-14 1.000000000E+20 1.197472978E+00 2.863992864E-14 3.973761862E-03 
008_310 008_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.145035263E-13 1.000000000E+20 1.197610733E+00 4.203351023E-14 3.994110939E-03 
008_310_SRH 008_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.127716263E-13 1.000000000E+20 1.197858854E+00 4.200365998E-14 4.051154453E-03 
009_310 009_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.628213714E-13 1.000000000E+20 1.198223617E+00 6.161325462E-14 4.122148644E-03 
009_310_SRH 009_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.611083651E-13 1.000000000E+20 1.198394884E+00 6.158378702E-14 4.162786224E-03 
010_310 010_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.293490770E-13 1.000000000E+20 1.199005328E+00 9.028422721E-14 4.293269506E-03 
010_310_SRH 010_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.276616816E-13 1.000000000E+20 1.199124154E+00 9.025527922E-14 4.322651800E-03 
011_310 011_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.187640201E-13 1.000000000E+20 1.200000327E+00 1.322322880E-13 4.527274500E-03 
011_310_SRH 011_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 3.171097201E-13 1.000000000E+20 1.200084428E+00 1.322041814E-13 4.548886804E-03 
012_310 012_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.353636202E-13 1.000000000E+20 1.201262176E+00 1.935801076E-13 4.849797791E-03 
012_310_SRH 012_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 4.337512089E-13 1.000000000E+20 1.201322280E+00 1.935530420E-13 4.866122391E-03 
013_310 013_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.821467576E-13 1.000000000E+20 1.202813813E+00 2.832680421E-13 5.292395934E-03 
013_310_SRH 013_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 5.805853378E-13 1.000000000E+20 1.202856115E+00 2.832418198E-13 5.305220713E-03 
014_310 014_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.602006421E-13 1.000000000E+20 1.204684678E+00 4.143516879E-13 5.886158413E-03 
014_310_SRH 014_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 7.586960053E-13 1.000000000E+20 1.204715787E+00 4.143268683E-13 5.896523645E-03 
015_310 015_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 9.690344983E-13 1.000000000E+20 1.206863452E+00 6.059975684E-13 6.667274873E-03 
015_310_SRH 015_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 9.675891091E-13 1.000000000E+20 1.206886963E+00 6.059744329E-13 6.675949337E-03 
016_310 016_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.208220519E-12 1.000000000E+20 1.209328742E+00 8.863593085E-13 7.666882825E-03 
016_310_SRH 016_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.206831778E-12 1.000000000E+20 1.209347085E+00 8.863381787E-13 7.674378444E-03 
017_310 017_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.479604151E-12 1.000000000E+20 1.212076455E+00 1.296996792E-12 8.905441199E-03 
017_310_SRH 017_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.478266635E-12 1.000000000E+20 1.212091233E+00 1.296978110E-12 8.912079734E-03 
018_310 018_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.788660905E-12 1.000000000E+20 1.215070810E+00 1.899069790E-12 1.039149779E-02 
018_310_SRH 018_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 1.787366149E-12 1.000000000E+20 1.215083071E+00 1.899054192E-12 1.039747714E-02 
019_310 019_310.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.144176706E-12 1.000000000E+20 1.218286815E+00 2.782737075E-12 1.212282927E-02 
019_310_SRH 019_310_srh.dat 310 37.401 1.000000000E+00 0.000000000E+00 2.142915793E-12 1.000000000E+20 1.218297223E+00 2.782725518E-12 1.212826050E-02 
