N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+16 295 2.400E-4 1.241124536E+00 1.255903551E+00
1.468000E+10 1.778E+16 295 2.400E-4 1.244656494E+00 1.256005624E+00
2.154000E+10 1.778E+16 295 2.400E-4 1.247587128E+00 1.256154265E+00
3.162000E+10 1.778E+16 295 2.400E-4 1.250011259E+00 1.256370059E+00
4.642000E+10 1.778E+16 295 2.400E-4 1.252028963E+00 1.256681925E+00
6.813000E+10 1.778E+16 295 2.400E-4 1.253758634E+00 1.257129656E+00
1.000000E+11 1.778E+16 295 2.400E-4 1.255335668E+00 1.257766472E+00
1.468000E+11 1.778E+16 295 2.400E-4 1.256906067E+00 1.258660739E+00
2.154000E+11 1.778E+16 295 2.400E-4 1.258619765E+00 1.259895365E+00
3.162000E+11 1.778E+16 295 2.400E-4 1.260623412E+00 1.261562944E+00
4.642000E+11 1.778E+16 295 2.400E-4 1.263049974E+00 1.263754880E+00
6.813000E+11 1.778E+16 295 2.400E-4 1.266003803E+00 1.266544628E+00
1.000000E+12 1.778E+16 295 2.400E-4 1.269543641E+00 1.269968507E+00
1.468000E+12 1.778E+16 295 2.400E-4 1.273670989E+00 1.274012128E+00
2.154000E+12 1.778E+16 295 2.400E-4 1.278332818E+00 1.278611548E+00
3.162000E+12 1.778E+16 295 2.400E-4 1.283441800E+00 1.283672240E+00
4.642000E+12 1.778E+16 295 2.400E-4 1.288904702E+00 1.289096437E+00
6.813000E+12 1.778E+16 295 2.400E-4 1.294642423E+00 1.294802274E+00
1.000000E+13 1.778E+16 295 2.400E-4 1.300593065E+00 1.300726169E+00
