fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_302 001_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.914560801E-13 1.000000000E+20 1.223731983E+00 1.324432274E-13 9.971388897E-04 
001_302_SRH 001_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 1.910208611E-13 1.000000000E+20 1.223765493E+00 1.324374696E-13 9.991032003E-04 
002_302 002_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.121130020E-13 1.000000000E+20 1.225099597E+00 1.565124065E-13 1.062485548E-03 
002_302_SRH 002_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.116854693E-13 1.000000000E+20 1.225129476E+00 1.565069775E-13 1.064323392E-03 
003_302 003_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.340305059E-13 1.000000000E+20 1.226487499E+00 1.849704610E-13 1.134546665E-03 
003_302_SRH 003_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.336105092E-13 1.000000000E+20 1.226514302E+00 1.849653926E-13 1.136275328E-03 
004_302 004_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.572376412E-13 1.000000000E+20 1.227895735E+00 2.186247772E-13 1.213620571E-03 
004_302_SRH 004_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.568249221E-13 1.000000000E+20 1.227919924E+00 2.186201074E-13 1.215254264E-03 
005_302 005_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.817921686E-13 1.000000000E+20 1.229325477E+00 2.584328713E-13 1.299951857E-03 
005_302_SRH 005_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 2.813863752E-13 1.000000000E+20 1.229347437E+00 2.584286414E-13 1.301502060E-03 
006_302 006_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.077842954E-13 1.000000000E+20 1.230778499E+00 3.055304200E-13 1.393721450E-03 
006_302_SRH 006_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.073850008E-13 1.000000000E+20 1.230798551E+00 3.055266787E-13 1.395197721E-03 
007_302 007_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.353374073E-13 1.000000000E+20 1.232256745E+00 3.612645160E-13 1.495043930E-03 
007_302_SRH 007_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.349441272E-13 1.000000000E+20 1.232275149E+00 3.612613238E-13 1.496453676E-03 
008_302 008_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.646058895E-13 1.000000000E+20 1.233761993E+00 4.272331479E-13 1.603970043E-03 
008_302_SRH 008_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.642181119E-13 1.000000000E+20 1.233778970E+00 4.272305720E-13 1.605319139E-03 
009_302 009_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.957706661E-13 1.000000000E+20 1.235295753E+00 5.053321221E-13 1.720496343E-03 
009_302_SRH 009_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 3.953878681E-13 1.000000000E+20 1.235311486E+00 5.053302418E-13 1.721789283E-03 
010_302 010_302.dat 302 38.391 1.000000000E+00 0.000000000E+00 4.290333387E-13 1.000000000E+20 1.236859211E+00 5.978108681E-13 1.844579446E-03 
010_302_SRH 010_302_srh.dat 302 38.391 1.000000000E+00 0.000000000E+00 4.286550089E-13 1.000000000E+20 1.236873849E+00 5.978097787E-13 1.845819900E-03 
